timestep Fx0 Fy0 Fz0 Fx1 Fy1 Fz1
6322800 30.44573554 0.45812983 2.27223634 -28.11876514 -0.28191808 -1.13791639
6323200 26.47268956 -2.09068081 0.87505159 -25.83759683 3.75085811 0.80750880
6323600 28.78194716 1.27434837 0.41068999 -25.64911817 1.46150077 -6.53433053
6324000 23.95626218 0.54824711 4.10047948 -25.21646546 4.94929953 0.56970773
6324400 29.26115676 1.74052584 -2.05376107 -16.75447469 3.89322704 -4.46513206
6324800 26.69062405 0.50260382 -0.90628395 -30.39559374 -7.78026163 1.75071382
6325200 26.13004046 -1.82233341 13.19699257 -29.56692845 3.25108409 2.08721248
6325600 22.37040904 -3.97017167 -0.02391629 -24.60845726 8.97011320 -0.50603738
6326000 29.64562689 -0.69209390 -1.83619576 -29.93317036 -0.43649108 -1.03681323
6326400 19.41300645 -8.62671943 -8.76034455 -31.72956564 18.86422380 10.95934957
6326800 31.30343429 -3.27017940 -2.06213865 -34.16817672 4.94346157 2.98197821
6327200 24.27312405 -0.18275444 0.42844860 -34.53950189 3.68424207 -6.09441095
6327600 21.59646304 8.63229560 -6.84428442 -25.25869316 0.64178331 -2.41353089
6328000 28.38574915 0.74808181 -3.60200940 -19.99246487 2.74117788 6.57712960
6328400 24.35915808 -4.31803949 4.31587411 -26.67265959 2.44416097 2.83063511
6328800 27.09549908 -0.63159855 -0.88898625 -9.43340196 -6.01574262 -10.25312380
6329200 29.55002489 3.44029946 2.97433457 -26.33062345 -1.59958612 -2.78941363
6329600 26.15878986 2.88575366 3.58668967 -24.94905336 -0.14787457 -2.85385036
6330000 27.73192480 0.00000000 0.00000000 -31.61140137 11.51148265 3.20046017
6330400 26.13050382 -0.01917246 -0.52990034 -27.29027266 4.49837603 2.95706210
6330800 29.13891750 0.89309071 0.27528742 -24.59855399 -1.25398931 1.19809242
6331200 24.73530804 -2.24932768 10.10608303 -27.08168500 0.13202295 -0.81058740
6331600 26.85853930 -0.14919289 0.74286063 -23.90395333 -3.77149794 7.80326075
6332000 33.28838545 6.21365066 4.96801636 -28.05111886 -0.49029511 -4.12055961
6332400 27.20919021 -0.69956376 -0.82005536 -26.36134519 0.72203259 0.60673400
6332800 27.40311672 0.95452587 -3.44781557 -26.26376924 -0.79848475 0.22950338
6333200 25.57632527 3.55554644 -2.18059740 -26.12623903 3.63770984 1.04960471
6333600 25.99585080 -0.20592115 2.75150252 -28.01938746 -0.85712361 0.41592485
6334000 27.65924938 0.01274007 0.08377032 -25.31543254 1.32605045 -2.36668389
6334400 30.26099165 -20.98818354 -22.26890855 -23.03675954 4.12337579 -11.26457908
6334800 29.15980025 2.22705496 0.26562744 -25.63741608 0.63603439 -1.23571683
6335200 26.92995025 1.16928294 0.32834288 -23.03198549 -4.25308067 -3.59995783
6335600 27.63960571 2.50309443 -0.20724964 -27.52429061 -0.02979270 0.19976624
6336000 31.24727567 -2.54018163 -5.70852151 -27.73192480 0.00000000 0.00000000
6336400 34.55392292 -4.21925912 6.27566558 -26.59581362 -2.07063071 -8.29616874
6336800 26.02187871 -0.10287639 -0.56643183 -27.73192480 0.00000000 0.00000000
6337200 22.77106557 -6.27837640 1.02581600 -28.50785224 -0.68739323 0.58246870
6337600 25.81008792 -4.36057877 0.46395846 -27.70633631 -2.51744344 2.66945959
6338000 29.13103765 -2.31833636 0.76808774 -29.47542768 -1.63525271 0.23601682
6338400 28.43333861 -5.65519674 -19.28615791 -27.15119319 -1.91163838 -1.45715023
6338800 28.70174155 -1.40472092 0.55960884 -15.89480724 -1.76463389 2.75056172
6339200 31.83489931 0.07092086 -4.23778708 -28.08740816 0.70741221 0.14106710
6339600 22.75251154 3.26022963 1.76605622 -29.13802576 -0.45123364 -4.28319473
6340000 27.31601878 -2.48019346 6.62525359 -22.44998341 0.61027295 3.11233759
6340400 24.83584288 4.40101912 -4.55051226 -27.81687468 0.14307409 0.31446341
6340800 18.33717761 -5.51734933 14.81243423 -29.64311988 3.10701410 -5.28742613
6341200 30.30884233 -6.14667453 4.03686468 -24.90593471 -0.99987326 0.27890464
6341600 27.41939067 -4.09219133 3.91400830 -25.80137192 12.91686917 -2.61554122
6342000 28.06742389 0.15395462 0.78560316 -9.91421752 -0.40162841 16.45368721
6342400 26.69893368 0.60619910 0.45134335 -26.56168612 -5.47683499 -1.86690161
6342800 27.72201221 8.73288449 -0.06665105 -27.33606898 -14.08122395 4.58201499
6343200 25.94359149 -3.79125166 0.56886301 -27.73192480 0.00000000 0.00000000
6343600 28.27336702 0.16164119 -6.93859592 -28.24159949 0.43825342 -1.86983181
6344000 29.19265879 0.87533257 -4.70908070 -26.59332968 -7.26624193 6.50317124
6344400 28.00393664 -4.42183198 -30.73881639 -24.67033968 7.74336900 1.23570035
6344800 27.98663945 -0.48327862 -1.60905900 -23.09844250 3.60929793 -0.31383883
6345200 10.68676648 0.20466910 -17.00730032 -26.65837170 0.29547083 4.09065422
6345600 32.54343630 -4.59520201 -8.10645788 -26.03778262 -2.59432760 -0.51134343
6346000 22.40444550 2.14035477 -8.27784986 -29.16687404 0.45910150 -2.52434187
6346400 26.52136439 0.67290128 -0.22893719 -27.69687443 -2.07190185 -1.67359150
6346800 27.75206300 -1.51413618 -4.13265344 -28.37065896 -6.59266990 -1.54256710
6347200 27.28446284 2.71553240 0.61390057 -24.99944975 -4.84154680 -7.02885985
6347600 25.22165041 9.54674163 -3.01467741 -27.64404101 1.81018289 1.46373356
6348000 27.59999434 1.28212105 2.21743448 -27.69205793 -0.24510922 -0.37429671
6348400 26.43184813 -2.08162879 -1.86864823 -27.22286171 -0.11237504 0.78594425
6348800 27.26949682 -3.83145462 -1.49815540 -20.36132374 -3.47422038 0.96399303
6349200 29.37449651 2.20149731 1.03166109 -26.32291104 6.24147484 0.46120472
6349600 20.24434696 -3.16590114 5.52450653 -37.05926829 2.45756526 16.61808232
6350000 26.76008890 15.50449839 4.33175525 -33.37169810 -4.83405457 6.13588180
6350400 34.89749522 10.57094181 -1.19078997 -28.18537401 -2.21373316 -0.03660334
6350800 26.73330721 3.55798764 -4.23356759 -31.26534202 2.93939407 -2.36225051
6351200 29.16850448 -4.05285422 5.40477739 -26.62198540 1.91909855 0.61858622
6351600 33.77963122 2.05798526 -1.43496729 -28.96309604 -2.54960599 -2.98627571
6352000 24.13566313 -0.68519186 -8.50370372 -28.29537698 -7.43221470 6.92194314
6352400 26.74472060 -2.50542872 1.61854514 -27.63853950 0.32430182 -0.26677675
6352800 21.01491564 -18.36298378 7.27482178 -19.57448997 -6.55337995 0.94752874
6353200 23.76008638 -5.71058251 1.41344490 -27.51041539 8.40431294 0.53591299
6353600 29.14631698 1.34656231 0.40750678 -29.31207433 1.66202465 0.37480208
6354000 20.93583194 2.01660994 -1.84477524 -26.47837475 -3.12781220 1.52217534
6354400 13.17474978 0.90818137 2.70923140 -23.77347025 -0.57100419 -4.37811681
6354800 24.28228976 1.55309739 1.36053656 -26.83419632 7.07269818 -2.45579758
6355200 22.33445892 3.32154342 1.00576165 -27.65715325 3.37501544 4.53881399
6355600 26.07879441 -0.73387509 0.45842830 -26.21767105 2.17916725 1.87528327
6356000 26.19548016 2.06487190 2.20581900 -27.49341973 0.45940879 0.82486254
6356400 26.93350119 -1.67350174 -2.91042545 -27.73192480 0.00000000 0.00000000
6356800 27.69873183 0.33372011 0.66529073 -25.93066189 -1.11758059 -2.11315082
6357200 26.65951288 -1.03730640 1.35602448 -27.81201432 0.41691447 -0.26366380
6357600 27.33077856 -0.00191251 -0.64056778 -27.01600804 -0.15899922 -0.83561998
6358000 28.93663224 -0.66646685 3.54632237 -23.53371553 9.81714211 -0.49130589
6358400 31.03628064 -4.14777280 -2.98215845 -27.53479084 2.29311800 0.88215753
6358800 28.31881703 -2.96239795 -3.13447633 -31.27891168 -1.48582910 -3.24207066
6359200 26.21206824 0.19442596 -0.89039000 -29.39284147 5.75118575 -6.03282159
6359600 26.06371201 -2.89130017 -1.26093067 -27.71755022 -0.26874863 -1.02742979
6360000 27.82854617 -1.04316246 -0.56160299 -14.61097153 -5.79672111 3.19401169
6360400 30.94370105 -2.98230238 6.10063840 -29.42340214 -18.01067952 -2.36493561
6360800 30.56440408 -3.87655333 -7.67721642 -25.95874771 0.81369778 -4.46010423
6361200 21.79172406 9.88049531 -1.97636872 -34.39109097 5.42711182 0.81293814
6361600 18.93465152 5.43350185 4.25817482 -31.49623194 3.02350605 -5.18044298
6362000 28.95820840 -3.41664989 -2.03206283 -12.86719402 -4.54504757 -3.38942905
6362400 25.89257938 2.32334034 -2.71364448 -27.37073189 2.15670684 1.27941740
6362800 27.60326136 -0.10174294 -1.59372069 -27.64463962 2.07457137 -3.44404510
6363200 27.36508737 0.22728264 1.27121933 -26.75284024 0.32467705 -3.28546362
6363600 19.86165244 2.86312661 6.01170440 -28.14691552 4.24609654 -3.14307502
6364000 21.42217897 -0.09242204 -2.48629880 -27.34880076 -0.07810165 -0.97931198
6364400 18.73233907 -1.42449937 -5.77527835 -21.29992868 3.77984502 -3.51681384
6364800 25.61191953 -0.41576481 2.53552359 -25.49900708 1.40019996 -4.33114718
6365200 29.21013697 -2.41155848 -4.94417590 -20.96435188 1.36974391 0.62922823
6365600 35.56865925 -7.16132557 -2.19166872 -28.39650467 -4.82282451 -3.69408288
6366000 27.73192480 0.00000000 0.00000000 -29.10208082 0.39809715 -1.37988221
6366400 30.73458837 0.40287256 8.35719126 -32.40585082 3.31592686 -4.91932898
6366800 29.38791637 -2.18818509 -0.21037678 -30.51599863 15.82623987 0.28650093
6367200 31.95808258 -2.19806856 -0.83339803 -28.17068701 2.27436767 -1.88919816
6367600 28.43759244 0.45176195 -0.61735471 -25.92628746 1.26091238 3.67436057
6368000 27.11699543 -4.23270038 1.84426697 -30.94823027 13.28427119 -2.66068045
6368400 27.71625054 -0.64686200 -1.01382224 -30.58568184 2.00260078 -5.88890255
6368800 27.74862315 -0.11999552 0.17230000 -19.99766233 5.68815173 5.08419484
6369200 27.77051047 -1.30266092 -1.45589145 -26.52561837 1.54058990 -1.52325056
6369600 33.16061812 14.83098206 -8.94057688 -31.02348093 8.38556176 -12.83461344
6370000 27.59125086 -3.70825148 2.51884132 -27.78931209 -1.73100016 -0.92418800
6370400 19.85383963 -4.57560963 -0.93667906 -23.50276407 -0.34047287 -3.32469600
6370800 22.69109902 3.53187546 0.52346268 -25.03773981 0.90924741 -1.48100728
6371200 27.04962464 -1.07762833 7.28966498 -23.98938285 -1.04522022 1.05301534
6371600 28.54423358 1.12619665 0.92597826 -27.68804906 13.60021416 5.50711251
6372000 27.73192480 0.00000000 0.00000000 -27.73192480 0.00000000 0.00000000
6372400 17.16074916 0.04002668 4.16075493 -29.09834012 6.31112406 1.99065335
6372800 27.90179644 8.49346711 -2.76002122 -27.11304885 -3.89991566 -3.56660740
6373200 27.56410549 0.60250122 0.29207511 -27.46928454 1.60223390 0.56215365
6373600 25.94339580 2.50965240 -4.72533016 -22.62592018 -4.84833685 -3.95309385
6374000 27.92765784 1.17818088 -1.02610106 -26.02624685 -0.94713088 2.58599012
6374400 32.80836124 -4.61139316 -3.40047242 -26.64609145 -0.67364834 0.57650800
6374800 29.95321797 -0.00129096 -1.90451131 -28.81334451 0.12169322 1.58755769
6375200 26.75905428 -1.15386601 2.78775326 -29.43879772 -3.69453644 2.51002271
6375600 21.55892063 -4.39588931 -4.61878050 -28.57925633 -0.67400565 -0.68116888
6376000 27.67109702 -0.72759157 0.33705581 -26.50202657 9.34447518 6.21314226
6376400 30.79165898 3.59485042 2.55775706 -30.27220506 -4.47472582 -2.08200949
6376800 27.73192480 0.00000000 0.00000000 -30.26668601 -4.73658512 -5.21748340
6377200 30.04681838 1.99787968 -1.57695938 -24.02705919 -4.37688686 0.80210570
6377600 26.40023216 -5.00226925 -1.75360017 -25.79005039 -13.49151584 -6.23439959
6378000 22.60920812 0.47308354 -1.34310534 -38.11231267 2.65120895 -5.07375785
6378400 26.40400317 -1.22511697 -0.78742940 -24.50102914 -9.59386696 -0.48728845
6378800 33.79150933 -2.26217293 -4.84493223 -28.25141204 8.69866684 0.36215969
6379200 28.12630032 -0.34794168 1.12949876 -27.26061404 -0.23056534 -0.45879142
6379600 23.28564654 5.24583012 2.60549456 -26.66584299 1.71115260 3.14939414
6380000 23.56333951 -3.00494783 10.74391313 -31.87662570 6.71879679 -1.41152014
6380400 28.34980874 1.26073518 -1.37210061 -23.01919722 6.20614797 -3.34034966
6380800 19.59332783 -1.47725907 7.54049648 -24.77185319 -0.86064096 2.36788073
6381200 25.31666730 0.50331496 3.16936656 -25.15842220 -3.41350774 -2.79270368
6381600 28.17193007 -0.15580845 -2.78049246 -27.73192480 0.00000000 0.00000000
6382000 17.73672787 -2.36701887 -3.68243519 -27.16935835 0.28310367 1.72787684
6382400 26.32659057 0.85459135 0.92156506 -30.94856214 -4.18161418 -1.50840782
6382800 28.51478951 0.84489219 -0.51038137 -29.30065503 -2.88597125 -3.89630484
6383200 25.84160311 0.20562151 0.22800460 -26.74044765 1.12709964 -0.31380023
6383600 25.10250710 1.06498502 0.49525651 -26.80827921 -0.11730193 -0.12988566
6384000 30.14404567 4.94697511 4.23666137 -26.54739888 5.06702259 -1.33289013
6384400 27.45182087 -0.78570388 2.32275493 -27.60450258 -0.02226272 -0.31685530
6384800 27.73192480 0.00000000 0.00000000 -27.73192480 0.00000000 0.00000000
6385200 28.32026021 2.02001575 0.13000413 -32.89657016 2.87529363 -8.66270661
6385600 26.59214116 0.36521372 0.17058203 -33.09370181 -7.08693275 -21.07555635
6386000 8.37237398 0.81239835 -8.35761810 -27.12235445 0.88251200 1.14123368
6386400 28.98884700 0.88326681 -0.14818515 -26.62750066 -2.31798539 -0.61632648
6386800 27.92959431 0.72445143 0.06901735 -29.29836495 -2.73426300 4.25479834
6387200 27.98529802 0.26206632 -1.50632420 -19.73951932 -15.37813241 -4.09085479
6387600 21.59415840 -2.10698500 3.47358406 -19.17040772 0.21024486 3.00061300
6388000 22.45360172 4.90866578 -27.51240825 -31.82550926 9.45824908 8.06476827
6388400 27.09771926 -5.11599015 4.23472951 -23.48234490 -1.99971112 -3.27808753
6388800 27.73192480 0.00000000 0.00000000 -27.44270149 0.45935497 0.04224636
6389200 23.45826564 -4.39510474 3.63727498 -33.16432471 -5.89317540 -8.15016530
6389600 24.26951178 -15.89836508 9.30157715 -32.35505908 -2.63675801 -10.71727153
6390000 20.68899819 -1.33208969 -8.15473934 -28.27273315 -0.43643527 0.43380898
6390400 23.24624903 6.85695945 2.29097481 -16.01511166 4.88298877 7.73548888
6390800 28.00788225 -2.48268290 -2.67121621 -29.03184707 -0.63718306 -1.44324875
6391200 27.55459307 0.74856523 1.05781722 -32.13477793 -7.35947431 4.04837140
6391600 30.13521797 1.13578051 -2.86037964 -23.92309348 5.84527067 -1.42091297
6392000 34.51141875 -6.77034934 -4.33789867 -29.23107173 -5.61128426 10.54689357
6392400 27.93786614 -0.55858952 3.13477148 -26.96123799 -0.45509590 0.05482609
6392800 27.73192480 0.00000000 0.00000000 -27.45636805 -0.42777453 -3.87734429
6393200 26.92560179 -0.77879260 0.90072726 -33.30177087 14.90933642 0.57342984
6393600 19.77849233 -11.48878135 -1.16030065 -29.84918138 17.21051513 7.30842222
6394000 25.97993764 -2.99517551 -0.45246203 -28.92088135 -2.21226778 2.18291084
6394400 28.62932142 1.31871378 -3.57138430 -24.85607432 10.99456281 0.41699827
6394800 25.47191989 -0.63524181 2.99245816 -29.97413294 4.26830130 -2.81274231
6395200 25.16284471 2.37413096 1.52218159 -26.77938782 3.80842872 -1.59318161
6395600 28.76981928 -1.51346755 0.89886397 -8.57410573 -9.56472068 17.03414234
6396000 20.65289031 3.00869534 12.38542541 -28.48787594 1.50492400 2.91120255
6396400 28.66502538 0.39545841 -0.83926484 -30.39505268 -2.59832641 -1.97646013
6396800 26.02088025 -1.37177719 -0.01595412 -28.07819523 -1.29093516 0.10508819
6397200 24.91927659 0.40490199 5.11988160 -21.94834456 -6.03546713 0.47550724
6397600 22.81740514 -1.60572390 1.73751814 -16.07294854 -4.58386582 1.03455512
6398000 25.80454999 1.15024565 9.44450136 -23.94338807 -1.81280530 3.88747158
6398400 21.23506396 1.25923645 -0.25622289 -33.66781220 -9.97407443 -4.74137130
6398800 24.86998049 1.27964857 8.03314203 -29.85505577 -2.86845509 -0.79316403
6399200 24.49117515 -4.07243444 1.94765516 -31.45115033 6.02441097 -8.76533393
6399600 0.22481384 1.44900699 7.63654647 -28.12260489 0.73048225 -0.58071815
6400000 21.76351855 3.83724676 -5.93465872 -29.27011574 1.75884768 -2.99571498
6400400 26.56476915 -1.23084274 0.73669390 -27.65859640 -0.02533058 0.24678317
6400800 33.85875296 5.44363852 -1.37599446 -32.99309322 5.36254537 -1.80886683
6401200 29.46690372 3.19435489 -2.15252080 -27.81665797 -0.09009586 0.00358607
6401600 32.55236024 4.28959629 -6.79480033 -27.68279844 0.58451737 -0.06456619
6402000 27.57739708 0.22333165 -0.77474156 -25.80250432 2.14608099 -4.32577716
6402400 27.77477611 -1.09478190 -4.17317036 -26.44893553 1.12813240 -0.54500457
6402800 25.84191257 1.06337935 0.21179701 -26.01737437 1.70326042 3.31274725
6403200 35.48976268 -0.82559857 1.06865308 -28.71370582 -5.42093601 -8.41368890
6403600 19.31265300 -7.04483018 13.26448495 -24.80855206 -2.05440270 -1.95161229
6404000 25.11844081 -0.60025261 7.01622208 -28.44989457 1.51891029 -1.68535011
6404400 31.80098702 4.11439329 -0.55953401 -28.23201812 -4.88241234 -4.20240669
6404800 24.28989818 -6.02946802 -5.34080785 -24.78151549 -1.29472487 -0.67181151
6405200 28.95727701 1.82401376 2.47152805 -22.86676823 3.50106792 -4.93637557
6405600 17.74432130 -0.34126991 -1.77010460 -23.10876406 -1.77764316 4.89580078
6406000 24.56452088 -6.25891529 2.62753628 -21.94027454 -0.16879701 0.50542448
6406400 27.44641280 4.17345634 -4.12004759 -28.28791017 0.49815393 -0.41195011
6406800 29.74997573 1.86199127 -0.81597897 -23.67582656 1.96143155 -0.39392258
6407200 36.77968829 -2.32643899 -12.63099498 -23.35926370 0.32528708 -6.87118447
6407600 24.65677648 2.07721681 -4.90850735 -23.82042896 -20.74249113 -26.03704127
6408000 28.06033572 -2.34942892 4.63492536 -29.19223248 2.82075437 -2.19520734
6408400 26.95820635 1.53952914 -0.39630909 -32.18315107 -0.09251182 -5.57237445
6408800 39.10907299 23.32998886 -2.41085947 -27.73192480 0.00000000 0.00000000
6409200 26.16131053 -3.91361731 -1.73738911 -20.12034202 -2.40003088 6.80865402
6409600 25.95996533 -5.96123509 -2.48098248 -25.93504707 -2.37131881 -0.31816955
6410000 22.28913227 -0.31955151 1.88678141 -29.45221904 5.93470898 -5.61172647
6410400 26.99632701 0.57276827 1.45311924 -27.47467719 1.59100895 0.65856092
6410800 21.25155811 1.35724337 3.04182899 -33.58904453 12.12005146 -8.65816019
6411200 31.50941983 -8.65990532 6.00404909 -26.56066119 0.46825939 0.76142939
6411600 27.73192480 0.00000000 0.00000000 -27.13100006 -0.13988051 -0.44321822
6412000 21.52983989 2.94650725 -4.06476937 -28.23570509 -2.08339557 5.06900428
6412400 29.01901967 -4.36697179 -9.94655108 -24.36862011 -13.75731153 8.20712506
6412800 5.70229391 -8.49339381 0.20642047 -22.94990985 -1.48126292 -0.99495670
6413200 26.58732497 -0.42563713 -1.03560332 -28.67288529 1.56872764 -0.07541420
6413600 27.11765495 2.64226308 8.32998386 -25.70454488 0.71722264 0.79700397
6414000 30.92504348 -4.40712806 4.51940739 -27.73192480 0.00000000 0.00000000
6414400 24.48506264 -6.09819378 2.75548144 -23.47771188 -1.76598356 5.91165500
6414800 30.55963110 2.89326677 1.40060176 -27.96304557 0.16931358 0.12914852
6415200 25.65865583 0.23080548 -3.54917509 -20.53658720 -0.46792569 1.64095887
6415600 26.51005226 -1.46463381 2.47070759 -20.84818253 2.17604982 3.54707720
6416000 28.35788795 -4.36474257 -6.17871832 -27.57833874 0.29797334 0.19101436
6416400 24.52367818 0.04295647 2.65681567 -28.70713512 6.01510537 -3.31590563
6416800 27.77607453 -0.23642612 -0.25601987 -29.05736771 -2.49895050 -2.30568738
6417200 25.68299819 -1.96517764 2.12240450 -32.47131575 22.10958651 10.55977085
6417600 27.83274975 -0.06199041 0.15332047 -30.40192575 -2.18764541 9.02903654
6418000 28.10480747 -1.53328602 -6.34050205 -24.44887008 9.32947103 1.84930821
6418400 28.36304791 0.50699173 -0.45096455 -28.09117317 9.06315623 -6.91016805
6418800 17.91050125 -7.42781761 -9.09778656 -19.63091361 4.12195501 4.15511878
6419200 29.68540176 -0.44682947 0.96290959 -43.34219314 5.10727858 4.04056499
6419600 30.48788735 -3.86455540 12.49210239 -23.06799158 -24.14368851 -12.01397017
6420000 27.65937602 0.13215620 0.22763251 -19.10394097 -3.69767847 -5.79153726
6420400 28.94980516 -1.55262672 -0.09694971 -16.35761280 7.12843294 -13.64167688
6420800 28.83616374 -13.92844034 5.30887314 -17.52967334 -18.05713474 9.01910918
6421200 28.39798653 0.47664491 -0.78769918 -25.84990659 0.53886182 -0.62896633
6421600 23.02375434 8.49970966 -2.51565386 -28.00308000 0.44031424 0.26491420
6422000 28.06630035 3.53017843 1.00171592 -36.33777861 -4.03216820 -11.90235876
6422400 27.46468042 -2.41407770 -0.95309067 -27.39524285 0.61974559 -0.54252502
6422800 27.73192480 0.00000000 0.00000000 -26.91408905 -0.15260305 -1.51125088
6423200 16.91157367 5.41397902 0.35837839 -29.94786469 4.65485741 4.12941959
6423600 19.32136603 8.85277025 -2.29064865 -29.56884717 -2.94170899 0.27387519
6424000 27.73192480 0.00000000 0.00000000 -27.34718575 -0.53561894 -0.40866664
6424400 27.73192480 0.00000000 0.00000000 -27.72167001 -0.55463808 0.27593081
6424800 27.88421983 0.01156396 2.09182476 -26.94834847 -0.54278415 -0.04077180
6425200 27.23951216 2.44672205 -4.89566100 -26.42074650 1.17691474 -0.18835092
6425600 23.87531533 -0.24200686 -3.26032689 -26.79714356 -0.04392754 0.47223496
6426000 27.31351906 -0.85387874 0.69748728 -18.96077524 -0.89616312 -0.25548577
6426400 33.18523962 4.59072142 -9.68230420 -29.06169259 8.16956323 -2.14924340
6426800 27.73192480 0.00000000 0.00000000 -26.36662908 0.65656771 -5.05886997
6427200 30.64615853 -3.35442973 -24.03652902 -25.74308257 3.14710799 -2.93931379
6427600 22.40042608 0.45013589 -9.67830571 -26.77946901 -0.45390249 -0.02935154
6428000 32.60179834 0.56324800 0.43558035 -26.92469712 -2.16964041 -3.99853332
6428400 24.16605858 -3.05262996 -1.26983857 -18.70843747 2.82626063 0.77890051
6428800 28.59147460 -3.46984776 -2.51087433 -28.61126651 0.03054843 0.94643959
6429200 28.56870922 -2.48020524 -0.86391887 -27.20595506 0.06371023 3.48306930
6429600 28.66231000 1.13781098 -0.07224361 -30.35586835 -2.91278540 0.58603497
6430000 25.16412488 -0.43153720 3.07693763 -27.63554067 -1.44785587 -0.46458418
6430400 27.73192480 0.00000000 0.00000000 -25.81307915 5.22039925 1.27450948
6430800 27.28099816 -0.44791551 -0.28155334 -27.45684628 -1.18677775 0.14445896
6431200 16.98034044 -5.19265216 -7.21771278 -26.31821036 9.92786582 -11.57553015
6431600 30.36445547 7.85165594 -3.99578777 -25.04982311 2.79850374 0.35335763
6432000 27.53579372 1.67224466 -0.32545898 -23.44397532 -3.54535765 8.24303886
6432400 26.74539168 -1.29177167 1.11907196 -26.95848298 1.90330170 -1.24541463
6432800 27.73192480 0.00000000 0.00000000 -20.82543104 2.12667147 -1.12273550
6433200 28.66685785 1.52880414 0.11516049 -24.92357546 3.98314894 3.40548268
6433600 26.43729064 -2.23006148 1.67806207 -27.92694888 0.23462496 -0.00081666
6434000 27.73192480 0.00000000 0.00000000 -27.48641409 -0.08195178 -0.33155023
6434400 27.53000948 0.34042199 -1.12410226 -28.88495169 -1.13468483 3.84529938
6434800 27.93802685 12.47741630 9.20570974 -12.17198191 0.42959906 -5.02295855
6435200 30.53240421 2.37864813 0.43017359 -25.00261207 -6.54901169 1.86344397
6435600 20.54789948 -5.73822443 2.99626574 -24.51711405 -7.69979289 -0.35519610
6436000 23.59196499 9.15735947 1.32336529 -30.47481032 -2.11185328 0.27546138
6436400 24.05450729 14.15075266 1.49583269 -29.27993119 -1.53594169 -2.58116752
6436800 25.49165325 -1.40998472 5.81077340 -25.67033118 -0.14673144 -7.00297711
6437200 26.76499074 -0.45100671 1.52809051 -27.73192480 0.00000000 0.00000000
6437600 31.11585139 -7.06945962 -3.36527885 -24.39876171 -4.95423207 -3.60371528
6438000 24.11510881 2.91807831 2.72696813 -28.04783166 1.21106710 -0.50653404
6438400 28.58271488 5.61370935 -4.74490335 -15.65782420 7.51638413 -4.75313318
6438800 28.44277462 0.94785090 -0.29309670 -18.94880668 -5.06049145 -16.55734237
6439200 27.75470181 -0.03940327 -0.08045113 -20.87338643 -0.32453832 2.72347118
6439600 22.10116402 -4.75194412 -10.94107369 -26.16439723 -2.65599734 -8.42224722
6440000 27.46803932 2.67883497 -5.84119258 -23.78266341 -2.18192652 -4.06486160
6440400 26.38763624 5.88601357 -6.79632751 -28.81868770 5.63010252 1.88792134
6440800 27.25103355 3.19001260 2.59784157 -30.28166955 -0.47238776 -2.11774033
6441200 30.03647943 -7.96217350 5.63656522 -26.49209996 -2.89981197 1.35984045
6441600 42.99950368 12.98564887 -2.70593124 -27.86846032 -0.24323726 -3.47604957
6442000 27.90102737 2.76855456 0.86054060 -27.49077580 -1.87955510 -0.39228689
6442400 25.68637265 0.00599923 2.47394301 -15.22902857 -11.16414154 -1.71430257
6442800 24.32093707 -1.01491652 -0.26373951 -25.46720588 -1.89583781 -1.29375182
6443200 28.26457460 -3.85850281 3.87341517 -22.80693084 2.70428212 -5.16998916
6443600 22.87223192 -1.70497583 -10.18840721 -27.52005116 -0.24786168 -0.73540291
6444000 27.67293736 -0.19842261 -0.13385791 -28.10790871 -0.90945876 -6.82314185
6444400 28.57375057 -2.06297510 1.18798776 -31.32150753 4.83639265 -7.40748420
6444800 28.17669727 -6.90157973 -0.45301228 -27.73192480 0.00000000 0.00000000
6445200 29.26097410 -5.04988513 0.09353879 -29.48978489 -1.77114156 0.11083421
6445600 28.98952502 0.96380835 -0.09519618 -25.52492385 0.22607948 -1.32511605
6446000 26.64124892 -7.77327869 -1.54630495 -27.23341406 -1.63161837 -0.36687401
6446400 25.60636945 -4.84274566 -5.91838483 -26.20395795 -1.30893723 -0.23639769
6446800 24.13568685 4.54310987 1.04258068 -22.68364671 -3.98349375 -6.55357893
6447200 27.64130689 -1.60139594 0.04846279 -29.25472546 -2.96566100 5.39153351
6447600 34.57680850 -3.13106421 -8.52795472 -28.60529708 8.15084337 -3.53270083
6448000 23.26663135 1.67452985 -3.07093551 -27.65989320 -2.50858313 -0.06021990
6448400 26.44494487 -0.39506707 2.53032491 -28.18037435 -0.83047733 1.34474117
6448800 32.78651252 -2.98613349 -4.10708174 -27.67573246 -0.10802679 0.06138753
6449200 25.82715653 -8.86949048 8.86141528 -29.15763696 0.07798540 1.28340043
6449600 27.73192480 0.00000000 0.00000000 -26.51448255 -0.35516483 0.76128658
6450000 28.10271359 -3.36750226 -0.60976958 -26.94073406 -2.17511971 -1.28911751
6450400 27.88116531 0.28983188 -0.09706441 -30.83154596 4.42980449 5.06151611
6450800 21.59332512 7.93073118 2.22765467 -22.58749023 2.86730934 6.04945055
6451200 12.75573838 9.34756921 -4.33515441 -25.95845973 2.75024394 -0.86055484
6451600 27.73192480 0.00000000 0.00000000 -31.58497001 -5.80678438 5.95661459
6452000 24.38664754 1.20460678 1.89804312 -28.23465724 -2.32727150 1.17753119
