timestep Fx0 Fy0 Fz0 Fx1 Fy1 Fz1
1422000 26.86153662 4.52509484 -2.32212486 -26.49707639 8.18276449 -0.68450731
1422400 21.48661020 7.17580867 9.62431373 -28.39822865 1.19656133 0.50520151
1422800 25.58119901 -6.38550025 2.51824610 -27.30794351 0.80252128 0.43905336
1423200 24.36117097 -0.30608140 -18.44673231 -31.15903322 5.37173201 0.99386513
1423600 28.09048493 1.09778529 -0.49576055 -23.17432192 -4.22820782 0.27445479
1424000 22.40945541 -7.30031839 -0.08637067 -27.78248409 0.09871967 0.48324081
1424400 26.90777738 -0.84385160 1.45942159 -22.98554617 5.36550220 -0.23885778
1424800 27.06495319 -0.55915210 -1.52793570 -26.67483298 7.45045383 -4.43444340
1425200 25.08644328 1.10176140 -2.80434406 -27.08338514 -1.00714114 -2.05977738
1425600 27.49090870 1.02111800 -1.05706844 -27.14513210 -0.30754716 0.64633790
1426000 26.92811581 0.57073895 -1.29812949 -29.02001812 3.44716832 -2.43221605
1426400 12.45877840 -16.12387461 -1.37537844 -31.27685378 -15.14595328 2.49913490
1426800 25.86585584 0.80316542 -2.23637963 -28.85453779 3.84002079 -7.94730143
1427200 23.37184752 3.27737962 6.87576744 -28.17715797 1.15681089 -6.84546076
1427600 30.33874201 -1.52860122 -6.74702767 -19.32962217 8.73286214 4.31133104
1428000 22.79933482 -5.25637087 1.96073994 -27.32439347 1.90899004 -3.69476787
1428400 30.73049188 -6.10142113 3.03057335 -31.69739862 -4.83008394 1.80011313
1428800 26.22323035 1.47272970 -2.16270140 -22.42909079 5.01160519 1.37053889
1429200 26.68559356 0.63016374 -6.61769914 -28.56413892 -4.12203729 1.53501796
1429600 19.85456886 -1.63701115 6.02785997 -24.56918322 13.57736231 -4.63220261
1430000 28.30476964 -20.96914969 4.74040582 -29.28547564 -0.49985751 -3.18704744
1430400 23.45013557 0.70346170 0.33226869 -27.37634034 -0.40600318 19.16091980
1430800 26.47272782 2.17789369 0.16293302 -28.82042316 -0.39885974 -3.42261426
1431200 28.44876534 0.94201605 -0.25544439 -27.21772278 1.42598204 1.42383896
1431600 26.01980748 3.73111850 2.87900313 -12.25044600 -3.21010732 5.30583198
1432000 25.79929582 4.43640513 -1.27739803 -26.57867051 1.60087906 2.59652283
1432400 26.26826345 4.25165076 1.76152031 -28.33522974 -2.88062856 -4.46084977
1432800 30.86800879 2.40740255 -1.74524269 -34.19007195 0.27581728 -2.49928277
1433200 27.33990603 0.03932219 10.66187318 -28.93898911 -2.13518204 0.52441521
1433600 23.41708793 -4.84378116 -8.76638363 -27.22036825 -7.12404276 0.90474715
1434000 27.48156910 -0.09712207 0.12156326 -25.43042219 -6.87852415 11.03730116
1434400 22.40550818 -0.15359725 3.35254158 -27.94870319 -6.25606162 1.11148667
1434800 27.90443328 -0.02232183 1.08491052 -25.12124054 -0.08333725 3.28876060
1435200 26.39760841 3.15452220 0.41629073 -26.82588597 -0.70428233 -1.79767713
1435600 27.73192480 0.00000000 0.00000000 -25.72126848 -4.65057233 5.38252647
1436000 29.38648267 4.96254078 3.21342972 -26.15860729 -11.34198171 6.66234141
1436400 27.24091444 -0.56521930 0.37451875 -26.21029312 5.12017145 5.31227883
1436800 25.93062518 0.29913291 0.22643525 -28.34696226 1.00154168 2.53876550
1437200 27.66817681 -0.13856112 0.06087486 -17.21989144 0.25552128 -0.00879364
1437600 19.01884833 -8.88576214 6.54533545 -23.67624251 1.22743237 3.13991877
1438000 39.52972910 4.79296878 -10.31961797 -29.02117167 2.90093215 -5.88120110
1438400 24.28648359 -0.88595604 -1.99869596 -21.90525677 2.09621215 5.58938804
1438800 27.07977445 1.14892916 -4.06341943 -25.49195635 -2.38653488 -3.95978385
1439200 22.17915016 1.56826221 -1.96223384 -27.46423581 -0.19872356 0.14336563
1439600 26.14400686 -0.48525045 -2.56838317 -27.01192518 0.06191888 -0.13982964
1440000 27.72842858 0.81508996 -0.22739411 -27.38487899 0.42313214 -0.22121905
1440400 28.08407397 17.94775027 0.44009066 -13.50327192 -2.75496119 -1.44252907
1440800 29.46243581 2.26536704 -1.42116292 -28.59111239 -0.06906114 -0.12372130
1441200 26.49759411 0.70050005 -7.97201959 -25.32833432 11.79531611 2.52062885
1441600 35.58625661 -16.22425107 5.88827673 -24.33924557 3.46836949 -5.39520675
1442000 23.61581683 1.15829665 -2.01007344 -25.84732129 -6.28906529 -1.78608052
1442400 24.24156981 0.79536898 -0.65453005 -27.06561622 -2.40823258 0.24265175
1442800 24.81365058 -0.56911619 3.47225082 -27.73192480 0.00000000 0.00000000
1443200 27.73192480 0.00000000 0.00000000 -27.47870459 0.87288183 2.79868947
1443600 30.31348368 -6.91320342 2.56210035 -31.10649947 -0.58197506 -0.37511805
1444000 29.93841412 -1.91871697 -1.73304344 -27.73192480 0.00000000 0.00000000
1444400 28.98972340 2.97841885 1.36226410 -26.34865202 -0.31919004 -4.04794967
1444800 27.17367542 1.35044841 0.39544323 -32.45531887 -1.79617240 5.60419957
1445200 27.73192480 0.00000000 0.00000000 -25.55338695 -4.30838948 3.21149507
1445600 28.56879431 -0.49890681 1.80602759 -23.41178189 2.12848518 0.05287536
1446000 24.48657494 1.30094564 3.00051078 -26.89811472 -3.22301433 1.85578486
1446400 27.61308982 1.97375021 -2.10763012 -30.36194638 1.88813166 -4.11654520
1446800 28.86801655 -0.00051231 -8.33450683 -24.00880031 3.70170979 -6.69768470
1447200 27.73192480 0.00000000 0.00000000 -27.83359504 6.33742962 -1.11149817
1447600 27.50881721 -5.70995502 5.72098000 -28.26122729 -0.85715596 1.47713701
1448000 29.08749719 4.41146203 -2.52555001 -28.24713642 0.86867969 -0.72192794
1448400 27.71306079 3.84367197 1.63754299 -21.95800962 -3.67375498 4.15208511
1448800 26.95051432 -2.58304686 1.23682496 -33.24817616 -18.37778010 11.78191402
1449200 26.52868139 3.02570066 -2.19292127 -23.51496151 -1.09810552 1.08318843
1449600 27.19020092 0.47467836 0.41722278 -28.62623474 2.71288962 1.93253237
1450000 28.82064263 0.56990456 -0.72945275 -30.68327234 2.99636736 3.21404518
1450400 23.95845452 2.08608045 -0.34401223 -17.66842392 0.39410456 -3.73327108
1450800 24.86085122 1.94169881 -1.31842694 -26.38772945 -1.98823762 -1.95852357
1451200 28.14026637 2.83007194 -3.31582658 -28.48090670 -0.94903161 2.69375117
1451600 35.49037971 2.38394539 14.93128555 -25.82166920 4.55961170 1.78676472
1452000 26.17940948 -1.24236845 1.53349396 -30.35918540 4.71389622 2.30819129
1452400 29.45978658 -0.56143217 -0.35219234 -28.05467131 0.33793472 -0.29423956
1452800 30.64799080 -1.60466297 3.37999348 -33.64383682 -9.23994465 -1.82116728
1453200 27.73192480 0.00000000 0.00000000 -30.15561524 -1.70103272 0.57599431
1453600 29.62379299 -0.26853684 5.67873588 -24.19016950 -0.74749018 42.25560743
1454000 28.83107610 -1.68445974 -3.99145841 -28.82542537 0.65990174 -2.79731330
1454400 18.94918152 -2.63926339 -7.90537391 -27.89665553 -0.25768642 2.44110011
1454800 27.94341182 2.25510466 6.08919853 -28.22725400 0.34607687 1.50605865
1455200 30.20004555 -5.11362732 -2.51366788 -27.31548801 0.53049365 -5.92794666
1455600 27.11841740 5.37230614 4.81475558 -19.90148510 0.01117756 -4.10414752
1456000 28.54481722 1.37373545 1.32357427 -27.22771644 -2.47407949 0.90254483
1456400 25.80544119 0.47759710 -0.37148961 -13.69053404 -12.60218583 4.55403221
1456800 27.72938917 -0.00042184 0.00221218 -21.07062959 -4.23977535 1.42284697
1457200 24.81522798 -2.16979792 -0.47361208 -28.68858967 6.29703200 2.62587375
1457600 27.29926457 -0.80543311 0.06718313 -26.89697530 0.35186673 2.49776851
1458000 27.68763474 1.18762351 1.75777723 -27.73192480 0.00000000 0.00000000
1458400 27.31500637 -1.30773565 6.99492459 -17.55570922 0.74602374 -0.33107556
1458800 27.72181302 0.10672886 0.57594359 -27.15359364 3.82793742 -3.13216913
1459200 14.37659778 -9.40718755 -4.39615852 -28.03012262 0.30869493 -0.16676253
1459600 19.07045493 0.97685540 -7.35404890 -34.27716420 -11.63464707 5.04443826
1460000 -0.65102292 2.09453510 -0.03840255 -27.26052404 0.46942074 -6.11272083
1460400 28.35111022 1.63177201 3.15717956 -26.78339322 -0.06695199 -0.18662447
1460800 29.44212005 0.63836706 3.98669564 -27.89270738 -0.34040870 -3.93932085
1461200 23.56699865 -5.67607258 1.24043741 -27.74704420 0.62533412 0.77858402
1461600 27.44739795 0.14586341 -0.15803836 -27.81865247 -0.07744096 0.28481588
1462000 28.01205216 0.18968886 -0.85157163 -23.33286608 -1.65252576 1.85309802
1462400 12.59736767 2.56926024 -4.10779851 -27.73192480 0.00000000 0.00000000
1462800 27.76748413 0.37896388 -0.85648526 -22.66892226 -3.22385275 2.19316661
1463200 29.55785024 -3.90434223 13.41641995 -25.30815643 -4.93174120 -2.19220395
1463600 30.05598631 1.30880535 4.02363581 -29.87411343 7.79519193 -0.63980731
1464000 29.73448249 -2.53815735 -0.63361186 -22.62213343 -0.98334609 1.78874423
1464400 25.71584406 -0.56853408 1.86966355 -26.84068625 6.44790376 -4.85291256
1464800 27.67688012 -0.84864765 -0.06864664 -27.69538117 2.66667963 -0.65313518
1465200 32.05421393 -5.23333414 -1.66346090 -25.70158764 11.97141708 10.66542321
1465600 26.89098993 3.31853079 -0.86954616 -28.93736922 -0.07458960 2.12755418
1466000 27.40775960 -0.91717943 -0.15090278 -26.08822784 -0.39664193 -5.49507410
1466400 26.89143416 5.63564886 -1.45331932 -17.54114203 -3.23630358 3.41871323
1466800 28.55559292 3.09857709 -3.78015355 -27.54178994 0.05314603 -0.08161745
1467200 28.01617744 0.08112100 0.74562325 -24.21100104 -0.45493324 -2.33494681
1467600 21.27933018 -10.89610493 -4.11318490 -27.15422743 -0.48264159 0.20534544
1468000 30.15057360 2.83339531 -0.97622611 -27.78912988 -0.12405882 0.07016546
1468400 28.18634262 0.82443431 -0.49240867 -28.40156907 -1.07979712 -1.43888128
1468800 29.69221806 1.40173503 2.06010169 -12.88973294 3.33588784 -10.89667511
1469200 28.56099403 4.06278467 -15.15691355 -26.61917325 -0.42635011 -0.86263530
1469600 28.38540128 9.99509521 3.91417174 -37.83498815 -7.83754233 -1.88969909
1470000 17.17101730 -5.04084959 -10.14392503 -27.32765844 0.91935439 0.06840891
1470400 27.63485605 6.68623364 -8.00072518 -27.60436145 0.58647739 -0.96470058
1470800 25.36611216 3.75250188 -0.43412841 -15.39133938 9.13792174 -5.82821609
1471200 28.53782587 3.27427111 4.65109150 -28.09861788 0.66065055 -5.13196529
1471600 25.49746218 -2.38160229 -4.23113914 -30.21617201 -1.72583536 11.43119504
1472000 27.33980670 -0.46027144 -0.67760974 -27.76443636 -1.18325083 -0.01428206
1472400 25.49747440 0.66181978 0.08684139 -29.79546702 5.66309657 -2.37818718
1472800 12.29320322 -3.63444116 -15.87004063 -27.16991162 -1.63222382 0.25582046
1473200 27.96569701 -6.02726029 -10.11573197 -30.40069111 -0.67340518 -14.07083631
1473600 9.73136344 1.14995405 -18.22346174 -20.54974605 0.82855391 4.38359344
1474000 17.94562543 -1.47197582 -1.53872979 -23.62015678 -2.91562336 0.83930081
1474400 27.17318354 -11.09158474 2.62746146 -26.24013035 0.65569282 -1.25602821
1474800 31.22520622 3.79384275 0.93660653 -24.48707712 -7.11150140 -3.82208712
1475200 25.91979117 -3.46448446 -0.74564824 -28.27054757 1.75706466 0.32278747
1475600 29.09106643 2.93258358 -1.50096703 -27.90187017 -0.92738250 -3.20501484
1476000 27.73192480 0.00000000 0.00000000 -29.27308377 -2.27474805 -4.02023015
1476400 24.61277900 -9.01877417 -10.03664075 -27.46234653 -0.15846211 0.98001680
1476800 27.44923597 -5.43745349 -2.07550327 -30.29764686 -1.89422171 -12.44735893
1477200 30.33663963 -0.60316319 2.76881834 -28.86291633 0.11336233 -0.65675587
1477600 27.30236921 -0.29026961 0.45943927 -27.73294629 -0.06247224 0.02362772
1478000 30.80264788 -8.53485776 5.36362084 -28.29062744 0.05459538 0.20459234
1478400 18.99393361 -1.24960798 -0.82919278 -26.83088983 -1.08358880 2.32281974
1478800 19.05341359 4.77092086 19.60067234 -26.15185427 0.03012488 -0.39485159
1479200 28.33257338 -0.17436903 0.80459562 -31.02663259 1.45779722 5.82916667
1479600 27.77131211 1.96816675 -2.81362739 -22.36009926 -10.77223094 5.61229091
1480000 26.77499927 -1.19720363 3.48268983 -23.69647864 -2.51479693 -4.95694777
1480400 28.01370184 -0.33032882 -0.48413771 -17.48398474 -12.84723246 8.54546147
1480800 29.46928230 -8.51903780 -13.02523422 -28.29539942 0.35804160 -1.22232245
1481200 18.63506199 16.79365299 -9.72611227 -35.30722028 7.69351680 -4.20059259
1481600 23.52945518 -2.73077323 -2.24133464 -28.84283601 -3.67278550 -2.94013195
1482000 27.49430989 0.07973692 0.13685133 -27.65030541 -0.54474437 0.02990713
1482400 24.80080573 6.89171171 4.69703547 -30.35293929 6.17525451 -2.36736784
1482800 32.05712989 -3.27928085 -2.57178928 -25.29856103 6.64932106 4.38717173
1483200 25.99747173 1.87979504 4.23529065 -27.87231472 4.41670997 6.43978005
1483600 26.38472500 0.51667251 2.73731815 -28.27540965 2.34128801 -1.47239098
1484000 26.34420880 -6.58556908 -4.93256880 -26.82464484 -0.81569113 0.65131044
1484400 29.03711530 1.96685720 3.59507104 -28.18820183 1.80681758 -0.93452806
1484800 40.70963781 13.03056448 -5.24148470 -19.28833952 0.74899352 2.16716369
1485200 19.90032343 7.25649231 -0.37096048 -34.96339182 -6.72035422 -16.63591119
1485600 26.00431107 -2.20482332 1.80360183 -41.50530244 -25.46918887 -6.15808932
1486000 22.55019713 -2.01305516 -0.89626664 -22.33739164 -7.01425731 -1.62043374
1486400 26.05907960 2.50055953 3.56710010 -24.77399511 7.88772629 0.02453191
1486800 30.50101566 1.71431241 -3.08987139 -27.35806841 0.32061411 0.78062584
1487200 28.44854786 -1.60040078 -0.83384367 -28.84110070 -1.61837568 0.00175663
1487600 23.04033770 1.07136182 -3.16643831 -28.03555104 3.41570926 -0.83514199
1488000 39.43202902 4.10070708 -10.20214601 -21.58327194 -9.62254728 1.77964207
1488400 27.93727883 0.27950633 -0.41287158 -29.22406915 0.58505482 2.94788307
1488800 27.60443145 0.06030989 0.43725536 -22.18097070 -1.91444134 -7.22586037
1489200 25.75472312 2.43849843 6.08663716 -27.73192480 0.00000000 0.00000000
1489600 25.90864583 4.62998719 1.13193240 -21.60810965 -3.55331089 -1.98940717
1490000 31.26566533 -1.32772625 4.23020632 -30.98225352 -1.55931511 2.67567816
1490400 26.97744624 -0.88382227 0.28438606 -25.84514846 5.87832981 -2.33640102
1490800 28.73989756 -6.22681943 3.14771409 -26.03729486 -7.89516954 -7.49546322
1491200 26.34046927 -6.37995112 -7.40718053 -32.67076584 4.41490742 -8.77341663
1491600 27.86951163 -4.95392443 -3.21427618 -26.60212179 0.41705465 0.04742914
1492000 24.32875453 -1.72751208 3.93703828 -24.25707047 8.07329296 -13.88464925
1492400 27.27542643 6.74713316 -0.47788209 -27.93877290 -0.08231604 -0.54263531
1492800 36.62790085 0.03916829 8.40161296 -26.35105384 1.51504165 -2.25970249
1493200 32.62810001 -2.13761743 2.56941808 -27.73192480 0.00000000 0.00000000
1493600 29.08350821 2.63801500 3.30018626 -26.31798038 -3.08018285 0.69767057
1494000 28.51232125 -0.08746813 1.01099525 -25.23197061 -1.34385089 -0.59734658
1494400 25.24062280 0.69054751 1.82786960 -27.29303798 2.47569971 -0.56680559
1494800 24.86669628 1.02153252 0.62948521 -26.45038351 2.98485430 0.58773625
1495200 22.36027614 20.19475137 -8.52094663 -27.82144581 2.45649784 -0.64332955
1495600 22.09458213 -3.95621698 2.85005552 -25.38096613 -1.45099153 -6.04287709
1496000 20.19027189 7.05536539 -3.41561542 -27.37947545 -2.48305847 0.56369423
1496400 22.84875096 1.14408938 -12.32063523 -26.70423575 1.26205098 -2.88696128
1496800 24.59754601 -1.90799415 4.17173556 -24.11209889 0.08872385 4.79644168
1497200 21.25518266 -17.43787681 6.14815167 -25.51813959 0.23365745 -16.02058527
1497600 19.95481917 8.06700020 0.33105219 -27.14861772 -1.70725600 -3.86729545
1498000 28.07661497 1.49945142 0.13101832 -28.20468710 -8.68091675 1.22524539
1498400 22.11964650 6.15118917 -2.46011588 -22.45082555 -0.42416061 -1.86212137
1498800 28.98967864 6.49369144 4.13893374 -12.41156506 -2.27440616 4.44351746
1499200 27.54490003 0.17420221 -0.09614288 -27.27883323 6.63122322 -1.21724865
1499600 30.52479839 -15.28849928 2.85250971 -27.08989320 -4.93970826 0.80687575
1500000 29.21018171 15.16773253 1.11411949 -20.62156428 1.45931029 4.88416920
1500400 26.70949209 0.04757835 0.94067824 -24.36795414 -2.04697844 8.44233282
1500800 27.76304775 -2.84495456 -0.43351474 -15.86750676 -5.40900891 5.51445426
1501200 33.62015119 -2.70332218 -2.82930214 -27.38431344 -0.36222455 2.22096185
1501600 21.10903817 1.62545965 10.68813919 -25.76668024 -3.50160409 3.32344809
1502000 35.27423165 16.57961284 -1.00110677 -29.70801013 -2.62238343 -1.38395853
1502400 27.72878070 0.01568877 -0.08435127 -27.73192480 0.00000000 0.00000000
1502800 26.76801473 -13.61566794 2.96835940 -26.74061336 0.44354288 0.02626191
1503200 23.43356212 5.19562561 -4.83420425 -28.80713306 8.86493315 -7.01519420
1503600 24.27298589 2.87297285 -2.28437122 -27.69457467 0.34426059 0.14260105
1504000 30.62854801 4.38597113 0.52109900 -28.96011125 1.05565089 -0.39230980
1504400 26.79250906 22.24203312 -2.59592332 -22.36610993 -2.77178382 5.17778805
1504800 24.76019282 -5.18761935 4.21678857 -24.36496881 4.13355041 2.32986293
1505200 30.85926641 -2.70079729 2.99755841 -27.33941736 -2.07318906 6.99311107
1505600 21.12615691 -12.96175165 -14.90685755 -25.38968106 2.00303720 3.02954830
1506000 25.55150554 9.25218594 -1.83025008 -16.16520000 2.46085215 11.00983651
1506400 27.40248226 -0.02638856 -0.57603506 -29.99967453 5.39287679 -4.20004004
1506800 26.46187968 -3.08431626 -1.48518460 -26.92695378 3.54331475 -4.34303286
1507200 31.95696211 1.51330410 -4.23275535 -26.79467198 -1.26125162 0.41572594
1507600 27.73192480 0.00000000 0.00000000 -18.70269157 -0.47064056 -3.72280493
1508000 27.76101384 -0.90466194 0.25594605 -27.27921251 3.00366180 -4.83239240
1508400 19.41969403 -5.50917762 0.23674968 -27.36829104 -3.63287655 0.52373690
1508800 27.54055523 0.40973724 -0.23703909 -26.53295739 -0.86024213 0.40341018
1509200 23.49648817 -2.01828508 0.06999023 -24.06143603 -3.37983130 -0.53267421
1509600 24.10966837 3.13722106 -9.87698155 -27.63239980 0.09419374 0.21128115
1510000 24.13065081 2.21795534 1.36369803 -0.24621160 -5.92216301 -5.17162039
1510400 19.97129576 -6.35578588 10.17612546 -26.72637900 8.67239259 -4.95024465
1510800 24.88450440 -1.81280749 0.29862659 -17.60090217 6.79737577 -5.42249080
1511200 28.58039095 -0.72830962 1.41451408 -28.03416884 1.02899309 1.98041552
1511600 25.47232006 1.12654722 0.75692790 -27.73192480 0.00000000 0.00000000
1512000 28.64648156 -1.35746810 -3.57855619 -27.73192480 0.00000000 0.00000000
1512400 27.29201925 -0.23078447 0.88477829 -25.82103039 -0.36393326 -0.53680295
1512800 26.20945952 -1.28001349 0.80543553 -25.56665691 -0.99401427 -4.01999667
1513200 30.49229906 -1.76386242 5.91826134 -41.94932391 -9.85705391 -13.17306483
1513600 25.32148951 -2.14702799 -1.68258524 -23.50792151 4.00501670 -2.01195862
1514000 28.78878553 0.19167386 2.48234965 -27.55148707 -0.01172143 0.05735443
1514400 27.86418415 -0.26010491 -0.09900106 -20.28866574 0.20870359 -14.30224944
1514800 33.65207533 -4.75878873 2.71681559 -21.67312226 -5.25231064 -3.15832715
1515200 29.26638908 6.25923307 6.50626735 -27.15079169 0.52625756 7.19349839
1515600 27.47875534 0.36890380 -0.95863376 -26.51197004 1.60116580 1.59687604
1516000 25.72459800 -0.59753613 -4.32829881 -25.11719958 1.01760929 -0.99504718
1516400 31.11577875 -6.24389407 -4.44418817 -26.46286068 -1.33503081 8.17879163
1516800 21.42826684 -3.74030629 3.32175632 -27.92107999 0.29509590 0.69900723
1517200 28.33790562 -1.65901904 -11.10813399 -28.10257952 -0.03313901 -0.94270085
1517600 26.06848443 2.91004999 -1.64573356 -26.51711578 4.40886945 2.23424270
1518000 26.12638497 2.61259785 -2.76421686 -28.00544968 -0.31692267 -0.98879588
1518400 20.05380109 6.65851161 3.63785880 -27.73192480 0.00000000 0.00000000
1518800 25.60492159 -0.31910637 -9.02889868 -31.84775905 11.57108189 -5.14625149
1519200 12.76872427 -6.59374649 1.96733294 -15.46287330 2.43665294 -0.99848079
1519600 22.54324229 0.91662493 -5.29587456 -27.68223985 0.08288987 0.07204595
1520000 27.55560944 -2.05712299 -1.72969675 -29.62606166 -3.19632738 -2.71908259
1520400 30.13395771 1.34416801 1.70861328 -16.78070780 -2.59300508 -6.67817277
1520800 31.96815126 -6.12427281 -4.91913223 -25.52494027 2.35265268 1.27812911
1521200 25.57756106 -4.87741838 4.56264413 -31.84196620 -7.71931460 -8.70997701
1521600 29.21620032 1.69587781 0.82451246 -24.42332192 -1.07449218 -0.31841181
1522000 26.55616192 -2.39461621 -0.64509062 -26.13723226 5.02772270 3.27455939
1522400 22.91736486 1.32148989 3.90886289 -28.36952350 -0.02318285 -1.51334671
1522800 25.93250914 -2.15118957 -1.46150922 -25.38952606 8.13405621 -2.51612235
1523200 24.64421379 -2.65767905 3.10758780 -25.46919756 9.43634372 2.59331507
1523600 28.19594744 0.48059631 0.73615005 -25.97699189 2.42950537 -3.13951065
1524000 24.74541164 1.39506632 -5.94967799 -25.80097636 -4.72553767 2.25992795
1524400 18.06690341 3.74879358 -1.43860369 -27.34828571 0.55846845 -1.27947458
1524800 30.30754147 -2.90489993 -1.95879334 -28.37775140 -1.39993541 1.05726834
1525200 27.73192480 0.00000000 0.00000000 -24.88713511 5.27700032 5.06337695
1525600 29.24789324 -2.81534307 3.02891846 -25.40069033 -0.54974976 -0.03950408
1526000 25.76367086 6.96773677 3.89681062 -26.69516049 -0.19190615 4.43656705
1526400 22.14532842 11.68001965 -3.66105709 -29.54217391 -7.99362671 7.75567447
1526800 24.28364578 2.45800646 -3.83385903 -27.30057539 -1.95344343 1.11070085
1527200 30.58385818 1.47867142 2.92495602 -27.06392921 1.57300264 2.58963148
1527600 21.57976146 2.19318383 12.00847963 -29.82252290 -0.04239962 3.57346635
1528000 26.64280543 0.88029531 -6.70840314 -28.34780267 -0.80706209 0.90332382
1528400 28.70290441 0.18520931 -1.15367819 -27.89496967 0.79363028 -0.01487173
1528800 24.83028124 1.24869854 0.78098772 -28.05959390 -7.21881444 0.51484616
1529200 27.56493961 -0.45195074 0.37307881 -25.64036349 1.62664839 -0.40674919
1529600 28.80648111 -3.02489608 4.50564611 -27.82975573 3.71961554 1.26207166
1530000 23.08122560 -12.25687630 1.09592049 -25.77429338 9.74775247 6.88732250
1530400 26.62447917 1.21649645 0.35733507 -19.15386277 2.06642840 9.74153686
1530800 29.62597663 -0.46532046 4.55372874 -20.45070842 3.66166106 -5.39673311
1531200 26.95704555 1.41086400 -4.53251931 -28.32612429 -1.47513953 0.13893418
1531600 28.77943090 -1.10962792 -2.55090535 -28.17998887 5.98655339 0.24051020
1532000 26.16140981 -0.56215610 -6.03934009 -27.60295909 4.77080186 2.44019254
1532400 20.67560097 -2.07712674 -4.77583283 -18.23528427 -0.71636758 -1.42419709
1532800 27.24746811 1.61695484 -0.17544912 -27.73192480 0.00000000 0.00000000
1533200 27.30047645 0.04309085 -0.04636664 -29.73898657 -5.14436633 -1.65448276
1533600 23.38925484 4.56129006 1.34410053 -23.50877532 -3.41963363 14.42267403
1534000 29.04610875 -5.94274810 -0.65422716 -24.80657004 1.71772774 -1.73679957
1534400 27.73192480 0.00000000 0.00000000 -25.90193875 2.66476264 4.09583618
1534800 29.31312684 -2.75373246 0.27598876 -24.01300603 5.58543356 -4.03176780
1535200 28.05896456 2.36197054 0.86984513 -22.03851235 -2.11423621 -0.91357444
1535600 27.31577521 -0.68486612 -2.11570101 -23.41734729 -5.87192565 -6.24460669
1536000 23.19494406 -4.52470861 -17.12650202 -28.73816181 -3.71450814 1.54431931
1536400 26.41159793 -0.59361359 -2.64165472 -28.12668627 -1.41594385 0.84813245
1536800 27.73192480 0.00000000 0.00000000 -27.70766230 -0.02662517 -0.03977715
1537200 28.92666814 -3.86699409 2.58391210 -26.50254478 -5.67758608 -5.67867892
1537600 28.72453223 -0.85432520 2.28411838 -25.59819455 4.85798385 -1.84358008
1538000 32.50762280 -3.16096212 4.82153788 -28.91456906 -2.40991848 1.91007698
1538400 27.02929568 2.50846766 0.09005493 -29.21302142 -3.67903735 -0.85383149
1538800 27.19879788 -2.99221978 1.15640398 -28.48466442 0.05722559 6.46147398
1539200 27.58446306 1.37926239 1.82628386 -27.73192480 0.00000000 0.00000000
1539600 25.33843881 6.11906682 2.80096906 -25.58435555 -2.00763692 -0.20044944
1540000 30.83321573 -3.46062202 -1.32475867 -27.66271379 0.92642731 -2.76039872
1540400 27.81773530 -2.62633593 8.27065277 -28.36895295 1.65658120 -9.40661433
1540800 23.60689850 -15.06480880 -4.77697168 -28.21927047 0.29680335 0.66549171
1541200 20.90360608 2.10999571 -8.09373933 -30.43897223 7.88027992 10.14281513
1541600 27.42005026 0.13441093 0.05106976 -25.80288098 -1.15201769 -2.35602760
1542000 27.07816297 -0.37231986 -0.01762058 -24.59315624 7.83112321 -8.27349001
1542400 29.56676458 -6.50259952 2.20436958 -25.13193265 -0.89722485 -0.21746198
1542800 26.64243192 -2.02714711 5.05842813 -26.27790374 -1.08548747 0.22345551
1543200 27.88291228 0.88576346 0.09485940 -27.73192480 0.00000000 0.00000000
1543600 16.78488348 -8.79268377 11.39601476 -18.57508778 -10.72068439 -8.84520359
1544000 28.57550700 -0.12574186 1.47637758 -15.08158868 -4.40702839 -0.83052682
1544400 14.94179102 4.84402887 -6.45845559 -27.18731443 1.08327734 0.40718468
1544800 25.91138242 1.99694206 3.11890155 -27.82967927 0.15073192 -0.00027020
1545200 27.79299277 -3.08619950 2.00101611 -27.09881080 6.22978177 -0.73751105
1545600 28.22126614 -8.02913513 1.98983650 -28.62723319 -2.35885170 -3.50534704
1546000 27.04846538 -9.12325649 1.70255654 -19.05238372 -5.44989587 32.38784673
1546400 21.16026645 6.86483060 -4.09035207 -26.66864785 0.66134666 -2.20244293
1546800 27.37958009 -0.41736500 5.00854704 -32.08941166 5.49947511 -11.95326705
1547200 23.94933404 -1.01958309 -8.38083644 -20.64642441 -5.84266692 -2.74805011
1547600 17.91922582 -0.80436352 3.52600250 -19.76431972 0.37222624 -2.53449138
1548000 24.27541715 0.57317798 2.10944564 -26.12668827 -2.18612208 1.64115789
1548400 26.57453960 3.24604820 0.57930873 -23.71695681 3.82226503 -0.00070590
1548800 27.81115930 -0.04582473 0.05639480 -32.82022498 4.83747047 2.37556200
1549200 28.25286654 6.47865726 -0.76594305 -30.51099981 2.19136192 -2.07702077
1549600 22.56138943 7.40379850 2.98531126 -31.92642172 -2.13689710 -2.98733522
1550000 26.13498511 0.00966081 0.21278147 -34.89060680 12.21780795 -5.46204994
1550400 28.31978774 2.57729927 -1.08527046 -28.25238941 -0.65003076 -0.76727128
1550800 28.41601410 -0.25586588 0.12892703 -31.11548556 -1.02443182 4.18604396
1551200 27.06311330 -0.22864003 3.69247176 -28.49050142 0.08256068 -4.04944526
1551600 25.48801108 2.76157215 -0.60714423 -21.25405550 -4.12736805 -4.47416152
