    timestep      kinetic_energy  potential_energy kinetic_temperature
     162000          62.00108        598.66569           1.42531      
     163000          58.28795        602.33904           1.33995      
     164000          53.75713        606.88058           1.23580      
     165000          58.58640        601.87206           1.34681      
     166000          53.73475        606.95656           1.23528      
     167000          51.26148        609.28020           1.17842      
     168000          50.14562        610.55151           1.15277      
     169000          52.13578        608.67846           1.19852      
     170000          61.14267        599.41387           1.40558      
     171000          51.93647        608.69788           1.19394      
     172000          51.79593        609.10069           1.19071      
     173000          52.66883        608.14209           1.21078      
     174000          56.60650        603.92498           1.30130      
     175000          52.95730        607.70805           1.21741      
     176000          48.07023        612.87561           1.10506      
     177000          54.58644        606.06727           1.25486      
     178000          50.93573        609.61805           1.17094      
     179000          49.24876        611.46323           1.13216      
     180000          55.49162        605.16377           1.27567      
     181000          58.83452        601.82346           1.35252      
     182000          55.90047        604.58195           1.28507      
     183000          48.55312        612.26717           1.11616      
     184000          58.24547        602.30370           1.33898      
     185000          54.53690        605.94807           1.25372      
     186000          55.69816        605.09504           1.28042      
     187000          55.83184        604.83807           1.28349      
     188000          48.68215        612.11308           1.11913      
     189000          58.71554        601.79738           1.34978      
     190000          56.25490        604.41406           1.29322      
     191000          54.03039        606.57504           1.24208      
     192000          56.68329        604.03843           1.30306      
     193000          51.45798        609.47642           1.18294      
     194000          53.23189        607.50891           1.22372      
     195000          56.66685        604.03157           1.30269      
     196000          50.81001        610.09081           1.16805      
     197000          57.50508        603.30601           1.32196      
     198000          46.04709        615.09079           1.05855      
     199000          66.94590        593.50357           1.53899      
     200000          63.08276        597.44336           1.45018      
     201000          60.12889        600.54167           1.38227      
     202000          56.70694        604.05992           1.30361      
     203000          53.52418        607.21439           1.23044      
     204000          57.63866        603.02203           1.32503      
     205000          60.56758        600.20155           1.39236      
     206000          51.74132        609.11773           1.18946      
     207000          59.54271        601.15519           1.36880      
     208000          56.71309        604.02278           1.30375      
     209000          55.20452        605.95526           1.26907      
     210000          55.90851        604.89691           1.28525      
     211000          53.83635        607.28588           1.23762      
     212000          56.24386        604.54687           1.29296      
     213000          63.48587        597.09487           1.45945      
     214000          54.54453        606.09236           1.25390      
     215000          55.64489        605.02517           1.27919      
     216000          59.60352        600.84108           1.37020      
     217000          55.22989        605.45874           1.26965      
     218000          49.18954        611.81640           1.13079      
     219000          56.96084        603.80924           1.30944      
     220000          54.24291        606.43246           1.24696      
     221000          52.41844        608.39644           1.20502      
     222000          57.77067        602.92452           1.32806      
     223000          57.69852        602.86553           1.32640      
     224000          55.28647        605.46415           1.27095      
     225000          55.03867        605.82775           1.26526      
     226000          50.15244        610.67675           1.15293      
     227000          56.56372        604.22503           1.30032      
     228000          63.53212        597.10082           1.46051      
     229000          53.99411        606.58751           1.24124      
     230000          54.48766        606.22116           1.25259      
     231000          49.79857        611.19674           1.14479      
     232000          54.87048        605.86180           1.26139      
     233000          56.03145        604.85600           1.28808      
     234000          54.44425        606.20595           1.25159      
     235000          55.55066        605.29592           1.27703      
     236000          50.41596        610.29883           1.15899      
     237000          61.18266        599.49621           1.40650      
     238000          59.55797        601.02547           1.36915      
     239000          57.50667        603.04648           1.32199      
     240000          57.96545        602.52391           1.33254      
     241000          50.77858        610.11732           1.16732      
     242000          57.99139        602.82573           1.33314      
     243000          51.35575        609.55646           1.18059      
     244000          60.69822        599.90839           1.39536      
     245000          53.73595        607.00281           1.23531      
     246000          62.66951        598.02275           1.44068      
     247000          53.33767        607.54033           1.22615      
     248000          52.85150        608.05531           1.21498      
     249000          46.47238        614.47125           1.06833      
     250000          45.02031        616.19506           1.03495      
     251000          43.05317        618.39747           0.98973      
     252000          58.19317        602.19786           1.33777      
     253000          63.84649        596.61171           1.46774      
     254000          58.45227        602.12213           1.34373      
     255000          50.81183        610.13790           1.16809      
     256000          52.58547        608.28295           1.20886      
     257000          41.91892        618.94529           0.96365      
     258000          52.61162        608.07324           1.20946      
     259000          57.83732        602.70414           1.32959      
     260000          50.20167        610.44440           1.15406      
     261000          51.13608        609.42139           1.17554      
     262000          49.31959        611.21438           1.13378      
     263000          46.79865        614.03823           1.07583      
     264000          55.65656        605.01900           1.27946      
     265000          45.86428        615.15292           1.05435      
     266000          53.71261        607.06328           1.23477      
     267000          56.71804        603.94037           1.30386      
     268000          58.63136        601.88557           1.34785      
     269000          50.86858        609.56970           1.16939      
     270000          56.48945        604.14307           1.29861      
     271000          54.41085        606.28579           1.25082      
     272000          60.02285        600.67566           1.37984      
     273000          57.45559        603.34756           1.32082      
     274000          51.14483        609.66911           1.17574      
     275000          57.37943        603.05252           1.31907      
     276000          60.34988        599.98400           1.38735      
     277000          57.58445        602.54790           1.32378      
     278000          58.21780        602.33527           1.33834      
     279000          62.50768        597.74104           1.43696      
     280000          48.42967        612.20513           1.11333      
     281000          50.08206        610.73059           1.15131      
     282000          45.89781        614.90459           1.05512      
     283000          53.28681        607.21771           1.22498      
     284000          52.40722        608.33577           1.20476      
     285000          55.20414        605.06303           1.26906      
     286000          48.07401        612.46664           1.10515      
     287000          57.42192        602.93780           1.32004      
     288000          50.39310        610.15113           1.15846      
     289000          59.02375        601.37388           1.35687      
     290000          49.91921        610.60484           1.14757      
     291000          52.83427        607.85107           1.21458      
     292000          49.66736        611.19298           1.14178      
     293000          51.38883        609.37349           1.18135      
     294000          52.31516        608.37974           1.20265      
     295000          54.25221        606.45593           1.24718      
     296000          53.87294        606.91771           1.23846      
     297000          53.65946        607.11849           1.23355      
     298000          55.44921        605.29658           1.27469      
     299000          61.30703        599.10687           1.40936      
     300000          50.44069        610.36692           1.15956      
     301000          54.93697        605.76992           1.26292      
     302000          55.33094        605.45576           1.27198      
     303000          60.61600        599.97885           1.39347      
     304000          50.86918        609.95855           1.16941      
     305000          50.45081        610.46950           1.15979      
     306000          48.77590        612.11252           1.12129      
     307000          53.49794        607.09615           1.22984      
     308000          58.51263        602.04979           1.34512      
     309000          57.61342        603.12544           1.32445      
     310000          50.81483        609.92614           1.16816      
     311000          57.53866        602.94710           1.32273      
     312000          48.44595        612.21453           1.11370      
     313000          51.82145        608.39631           1.19130      
     314000          57.69171        602.81399           1.32625      
     315000          54.67792        606.03566           1.25696      
     316000          57.48659        602.81474           1.32153      
     317000          50.61943        610.25072           1.16366      
     318000          57.97207        602.61890           1.33269      
     319000          50.52130        610.27185           1.16141      
     320000          49.75229        611.00065           1.14373      
     321000          53.85773        607.00787           1.23811      
     322000          62.01068        598.49866           1.42553      
     323000          55.12917        605.48095           1.26734      
     324000          59.90205        600.56746           1.37706      
     325000          53.32759        607.23522           1.22592      
     326000          55.85578        604.84412           1.28404      
     327000          51.32819        609.47394           1.17996      
     328000          58.22723        602.10524           1.33856      
     329000          51.08247        609.52991           1.17431      
     330000          43.52144        617.22705           1.00049      
     331000          51.67185        608.77098           1.18786      
     332000          46.94201        613.82344           1.07913      
     333000          55.74721        604.83410           1.28155      
     334000          55.66516        604.80817           1.27966      
     335000          56.17784        604.30120           1.29144      
     336000          52.95665        607.43439           1.21739      
     337000          50.39005        610.11503           1.15839      
     338000          58.97347        601.23574           1.35571      
     339000          53.04307        607.40396           1.21938      
     340000          56.12641        604.47788           1.29026      
     341000          59.37467        600.92660           1.36494      
     342000          57.81278        602.88411           1.32903      
     343000          50.64828        609.91945           1.16433      
     344000          51.74303        608.72651           1.18950      
     345000          47.80491        612.52628           1.09896      
     346000          51.01450        609.64826           1.17275      
     347000          57.77608        602.61372           1.32819      
     348000          60.19727        600.16014           1.38385      
     349000          57.86635        602.68546           1.33026      
     350000          56.22556        604.34009           1.29254      
     351000          56.62414        603.83110           1.30170      
     352000          50.93262        609.66674           1.17086      
     353000          63.47130        596.85742           1.45911      
     354000          53.69515        606.89174           1.23437      
     355000          54.39263        606.04102           1.25041      
     356000          52.62112        607.87480           1.20968      
     357000          51.69288        608.80449           1.18834      
     358000          48.83338        611.53505           1.12261      
     359000          58.47719        601.81724           1.34430      
     360000          57.67953        602.59365           1.32597      
     361000          58.94167        601.56684           1.35498      
     362000          58.80773        601.70551           1.35190      
     363000          54.13875        606.57687           1.24457      
     364000          58.09469        602.19787           1.33551      
     365000          53.13077        606.99815           1.22140      
     366000          51.05512        609.46989           1.17368      
     367000          59.90839        600.46680           1.37720      
     368000          54.28984        606.50778           1.24804      
     369000          55.21856        605.48055           1.26939      
     370000          55.28596        605.23097           1.27094      
     371000          60.47725        599.97052           1.39028      
     372000          57.81860        602.51644           1.32916      
     373000          51.72333        608.91792           1.18904      
     374000          51.18749        609.17987           1.17672      
     375000          59.52824        600.46562           1.36847      
     376000          52.97253        607.64047           1.21776      
     377000          58.95323        601.50047           1.35525      
     378000          56.75836        603.53754           1.30479      
     379000          54.81044        605.46057           1.26001      
     380000          56.20768        604.25464           1.29213      
     381000          62.22089        598.19489           1.43037      
     382000          60.35047        600.03301           1.38737      
     383000          54.83849        605.69018           1.26065      
     384000          59.23064        601.25509           1.36162      
     385000          52.74717        607.92019           1.21258      
     386000          53.34572        607.29357           1.22634      
     387000          51.74748        608.90397           1.18960      
     388000          55.70884        604.62299           1.28066      
     389000          52.92466        607.36237           1.21666      
     390000          58.26174        602.09880           1.33935      
     391000          58.49953        601.94476           1.34482      
     392000          56.52345        603.74850           1.29939      
     393000          52.96664        607.57638           1.21762      
     394000          56.49972        603.89209           1.29884      
     395000          56.17605        604.35108           1.29140      
     396000          56.05068        604.33304           1.28852      
     397000          60.74762        599.64485           1.39650      
     398000          49.32485        611.30030           1.13390      
     399000          52.20588        608.31395           1.20014      
     400000          53.12420        607.47230           1.22125      
     401000          56.35954        604.13950           1.29562      
     402000          53.55996        606.53731           1.23126      
     403000          50.32894        610.17881           1.15699      
     404000          49.19079        611.21056           1.13082      
     405000          56.92532        603.41233           1.30863      
     406000          49.47684        611.11417           1.13740      
     407000          47.58046        612.96101           1.09380      
     408000          59.26170        601.12002           1.36234      
     409000          41.48161        619.08263           0.95360      
     410000          56.29958        603.90610           1.29424      
     411000          53.43522        607.00398           1.22840      
     412000          49.31721        611.33520           1.13373      
     413000          54.52886        605.64934           1.25354      
     414000          54.15104        606.40662           1.24485      
     415000          47.03382        613.70226           1.08124      
     416000          55.16834        605.17443           1.26824      
     417000          49.85197        610.52883           1.14602      
     418000          54.38864        606.07073           1.25031      
     419000          55.93384        604.61553           1.28584      
     420000          56.90802        603.48364           1.30823      
     421000          58.61976        601.90689           1.34758      
     422000          56.51409        603.81737           1.29917      
     423000          55.43147        604.78602           1.27429      
     424000          48.66437        611.93543           1.11872      
     425000          55.39083        604.67595           1.27335      
     426000          51.08958        609.23238           1.17447      
     427000          47.91379        612.86917           1.10147      
     428000          50.84575        609.53397           1.16887      
     429000          50.78940        609.59897           1.16757      
     430000          57.43490        602.97858           1.32034      
     431000          57.33731        603.03879           1.31810      
     432000          58.25770        602.19775           1.33926      
     433000          55.93713        604.82098           1.28591      
     434000          58.67181        601.71720           1.34878      
     435000          56.92537        603.52789           1.30863      
     436000          48.98363        611.42927           1.12606      
     437000          50.23937        610.33287           1.15493      
     438000          57.72341        602.88883           1.32697      
     439000          47.55881        613.02874           1.09331      
     440000          61.01407        599.41300           1.40262      
     441000          49.81438        610.81823           1.14516      
     442000          53.22052        607.07820           1.22346      
     443000          54.15117        606.32424           1.24485      
     444000          47.43288        613.23467           1.09041      
     445000          51.72908        608.88896           1.18917      
     446000          52.31563        608.18710           1.20266      
     447000          51.60392        609.06053           1.18630      
     448000          62.66196        597.78092           1.44050      
     449000          55.73498        604.64015           1.28126      
     450000          51.15969        609.48961           1.17608      
     451000          52.79508        607.57971           1.21368      
     452000          54.82049        605.32458           1.26024      
     453000          53.70883        606.76434           1.23469      
     454000          57.42527        603.06972           1.32012      
     455000          58.37716        602.05933           1.34200      
     456000          51.14210        609.19156           1.17568      
     457000          43.56752        617.11531           1.00155      
     458000          56.55364        603.83826           1.30008      
     459000          47.10663        613.45733           1.08291      
     460000          48.62307        611.93694           1.11777      
     461000          49.85211        610.87268           1.14603      
     462000          57.79723        602.90529           1.32867      
     463000          59.89136        600.64664           1.37681      
     464000          63.41346        597.23750           1.45778      
     465000          51.27136        609.23737           1.17865      
     466000          50.70318        610.49021           1.16559      
     467000          50.02937        610.70784           1.15010      
     468000          55.88567        604.61960           1.28473      
     469000          58.31426        602.13513           1.34056      
     470000          50.63461        609.76467           1.16401      
     471000          52.33291        608.30599           1.20306      
     472000          48.47719        612.45673           1.11442      
     473000          52.39858        608.22128           1.20457      
     474000          52.74229        607.92940           1.21247      
     475000          53.42942        606.99619           1.22826      
     476000          54.46995        606.10554           1.25218      
     477000          51.93149        608.59722           1.19383      
     478000          48.92062        611.51318           1.12461      
     479000          58.81656        601.67348           1.35210      
     480000          50.10200        610.60973           1.15177      
     481000          51.57659        608.99081           1.18567      
     482000          55.68651        604.63369           1.28015      
     483000          59.12106        601.38306           1.35910      
     484000          49.27528        611.49239           1.13277      
     485000          59.26498        601.26326           1.36241      
     486000          53.84717        606.92166           1.23787      
     487000          60.39853        600.05295           1.38847      
     488000          48.26196        612.64927           1.10947      
     489000          55.78615        604.97232           1.28244      
     490000          56.49605        604.08684           1.29876      
     491000          49.81850        610.91877           1.14525      
     492000          55.41977        605.36585           1.27402      
     493000          45.47164        615.42778           1.04533      
     494000          51.73465        608.66053           1.18930      
     495000          51.75196        608.76069           1.18970      
     496000          51.86699        608.97872           1.19234      
     497000          61.90965        598.51830           1.42321      
     498000          58.75876        601.86242           1.35078      
     499000          55.72369        604.93320           1.28100      
     500000          52.64835        607.88984           1.21031      
     501000          53.35259        607.34621           1.22650      
     502000          55.85910        604.69844           1.28412      
     503000          53.00545        607.67947           1.21852      
     504000          63.37628        596.92719           1.45693      
     505000          44.24941        616.67734           1.01723      
     506000          63.63069        596.81638           1.46277      
     507000          57.63815        603.09741           1.32502      
     508000          55.53653        604.98544           1.27670      
     509000          51.88383        608.48555           1.19273      
     510000          54.15469        606.28466           1.24494      
     511000          59.20481        601.28843           1.36103      
     512000          62.52543        598.04079           1.43737      
     513000          50.57715        610.09096           1.16269      
     514000          47.19509        613.42725           1.08494      
     515000          57.76018        602.79173           1.32782      
     516000          55.54881        605.06845           1.27698      
     517000          55.61963        605.13559           1.27861      
     518000          49.55176        611.18619           1.13912      
     519000          55.12872        605.31002           1.26733      
     520000          54.97773        605.56448           1.26386      
     521000          61.39087        599.12800           1.41128      
     522000          55.49600        605.10737           1.27577      
     523000          57.00449        603.76884           1.31045      
     524000          60.18270        600.24836           1.38351      
     525000          51.55148        609.26082           1.18509      
     526000          56.46186        604.00641           1.29797      
     527000          52.16687        608.48186           1.19924      
     528000          53.85556        606.86199           1.23806      
     529000          52.34090        608.22774           1.20324      
     530000          45.67717        615.30495           1.05005      
     531000          58.90648        601.63515           1.35417      
     532000          47.49091        613.30397           1.09175      
     533000          59.05690        601.20723           1.35763      
     534000          54.09573        606.39144           1.24358      
     535000          51.99381        608.79230           1.19526      
     536000          57.86385        602.47619           1.33020      
     537000          54.00546        606.60768           1.24150      
     538000          53.43312        606.97586           1.22835      
     539000          56.58666        603.84006           1.30084      
     540000          49.05423        611.68857           1.12768      
     541000          52.39418        608.27710           1.20446      
     542000          47.93461        612.69645           1.10194      
     543000          56.43736        604.22111           1.29741      
     544000          51.52090        609.11949           1.18439      
     545000          48.59839        612.10810           1.11720      
     546000          49.92728        610.68007           1.14775      
     547000          53.19727        607.39002           1.22293      
     548000          60.75640        599.64359           1.39670      
     549000          54.66081        605.79843           1.25657      
     550000          55.25361        605.18811           1.27020      
     551000          59.18879        601.49886           1.36066      
     552000          54.03142        606.56844           1.24210      
     553000          61.95091        598.37419           1.42416      
     554000          61.36686        599.05619           1.41073      
     555000          55.50862        604.91689           1.27606      
     556000          54.59063        606.20570           1.25496      
     557000          55.26858        605.32488           1.27054      
     558000          56.59589        604.13981           1.30106      
     559000          55.94588        604.66920           1.28611      
     560000          50.97965        609.67096           1.17195      
     561000          53.24559        607.37443           1.22404      
     562000          48.91624        611.90123           1.12451      
     563000          59.51464        600.92312           1.36815      
     564000          52.44301        608.47246           1.20559      
     565000          52.52467        607.96343           1.20746      
     566000          56.10558        604.41457           1.28978      
     567000          50.79960        609.61181           1.16781      
     568000          61.62935        598.99064           1.41677      
     569000          53.62782        607.06046           1.23282      
     570000          51.35960        609.43457           1.18068      
     571000          49.75112        610.92641           1.14370      
     572000          56.34085        604.37089           1.29519      
     573000          55.66550        605.14767           1.27967      
     574000          56.27469        604.37852           1.29367      
     575000          53.04025        607.73929           1.21932      
     576000          63.86164        596.75742           1.46808      
     577000          60.54345        599.97984           1.39180      
     578000          49.48037        611.37591           1.13748      
     579000          48.34179        612.43521           1.11131      
     580000          51.25492        609.49346           1.17827      
     581000          48.36831        612.57931           1.11192      
     582000          53.49611        607.39932           1.22980      
     583000          52.69338        608.34572           1.21134      
     584000          59.06377        601.56051           1.35779      
     585000          57.60150        602.94030           1.32417      
     586000          54.14095        606.56090           1.24462      
     587000          50.16468        610.71055           1.15321      
     588000          54.18129        606.31587           1.24555      
     589000          51.68392        609.14147           1.18814      
     590000          56.45806        604.15177           1.29789      
     591000          59.18365        601.44740           1.36054      
     592000          52.95153        607.82093           1.21728      
     593000          54.66788        606.08169           1.25673      
     594000          61.64063        598.77118           1.41703      
     595000          52.96035        607.82427           1.21748      
     596000          55.92468        604.61930           1.28562      
     597000          56.81095        603.58062           1.30600      
     598000          46.03015        614.87015           1.05816      
     599000          58.74076        601.87401           1.35036      
     600000          59.67453        600.83468           1.37183      
     601000          59.58077        601.01113           1.36967      
     602000          57.08389        603.31558           1.31227      
     603000          54.41146        606.13194           1.25084      
     604000          57.24803        603.28297           1.31605      
     605000          52.27915        608.33388           1.20182      
     606000          47.67065        613.39544           1.09588      
     607000          56.12848        604.53054           1.29031      
     608000          55.66768        605.07939           1.27972      
     609000          53.57896        607.29769           1.23170      
     610000          55.87362        604.92399           1.28445      
     611000          53.05680        607.93441           1.21970      
     612000          52.45755        608.42978           1.20592      
     613000          52.70569        608.14265           1.21162      
     614000          54.16180        606.71176           1.24510      
     615000          47.62912        613.46317           1.09492      
     616000          55.04308        605.77047           1.26536      
     617000          56.95168        603.84539           1.30923      
     618000          59.19631        601.40805           1.36083      
     619000          52.96616        607.74494           1.21761      
     620000          54.00518        606.46190           1.24150      
     621000          57.14968        603.57840           1.31379      
     622000          58.83929        601.67778           1.35263      
     623000          52.73401        607.87619           1.21228      
     624000          63.00588        597.44792           1.44841      
     625000          54.75630        606.04886           1.25877      
     626000          57.24444        603.40244           1.31596      
     627000          51.19679        609.66014           1.17694      
     628000          59.79094        600.80366           1.37450      
     629000          45.52594        615.19977           1.04657      
     630000          54.81445        605.66984           1.26010      
     631000          57.88735        602.75869           1.33074      
     632000          56.30753        604.34920           1.29443      
