    timestep      kinetic_energy  potential_energy kinetic_temperature
    5015000          51.00068        610.85412           1.17243      
    5016000          52.18647        609.54652           1.19969      
    5017000          50.80481        611.00615           1.16793      
    5018000          47.06849        614.73530           1.08203      
    5019000          56.66175        605.12217           1.30257      
    5020000          56.74130        605.01531           1.30440      
    5021000          61.42390        600.32598           1.41204      
    5022000          59.98636        601.79172           1.37900      
    5023000          58.96745        602.78887           1.35557      
    5024000          60.64594        601.11241           1.39416      
    5025000          51.21241        610.59092           1.17730      
    5026000          58.03583        603.72040           1.33416      
    5027000          45.34033        616.56741           1.04231      
    5028000          57.42685        604.32291           1.32016      
    5029000          46.33855        615.52836           1.06525      
    5030000          56.91585        604.84889           1.30841      
    5031000          58.40523        603.37138           1.34265      
    5032000          55.46478        606.34919           1.27505      
    5033000          59.70209        602.14286           1.37246      
    5034000          63.26827        598.47181           1.45444      
    5035000          57.82378        604.02599           1.32928      
    5036000          63.70047        598.09374           1.46438      
    5037000          61.89106        599.87506           1.42278      
    5038000          46.44457        615.45974           1.06769      
    5039000          59.11363        602.69973           1.35893      
    5040000          53.78646        608.04097           1.23647      
    5041000          48.15910        613.69609           1.10711      
    5042000          56.33574        605.45846           1.29507      
    5043000          59.62037        602.23347           1.37058      
    5044000          53.59000        608.24715           1.23195      
    5045000          55.08019        606.69186           1.26621      
    5046000          54.14645        607.63673           1.24475      
    5047000          62.09022        599.59052           1.42736      
    5048000          57.38901        604.35662           1.31929      
    5049000          59.05868        602.65990           1.35767      
    5050000          53.10515        608.68715           1.22081      
    5051000          58.42917        603.38529           1.34320      
    5052000          53.29577        608.57305           1.22519      
    5053000          52.19577        609.66078           1.19990      
    5054000          53.37164        608.50638           1.22693      
    5055000          58.12527        603.69664           1.33621      
    5056000          60.00134        601.75959           1.37934      
    5057000          47.27082        614.59441           1.08669      
    5058000          46.70402        615.20986           1.07366      
    5059000          52.83345        609.01475           1.21456      
    5060000          50.36032        611.48584           1.15771      
    5061000          49.00012        612.87180           1.12644      
    5062000          58.24173        603.59435           1.33889      
    5063000          52.91104        608.95815           1.21635      
    5064000          56.71318        605.10482           1.30375      
    5065000          57.27223        604.56904           1.31660      
    5066000          65.80929        595.92914           1.51286      
    5067000          49.51444        612.35342           1.13826      
    5068000          55.50898        606.32461           1.27607      
    5069000          48.14668        613.71843           1.10682      
    5070000          52.58744        609.24458           1.20891      
    5071000          52.75637        609.05513           1.21279      
    5072000          49.20443        612.66920           1.13114      
    5073000          45.82189        616.13789           1.05338      
    5074000          57.34410        604.42259           1.31826      
    5075000          50.74505        611.11880           1.16655      
    5076000          49.76900        612.06805           1.14412      
    5077000          50.25313        611.57922           1.15524      
    5078000          55.46953        606.37187           1.27516      
    5079000          51.80695        610.10606           1.19096      
    5080000          62.95958        598.88535           1.44735      
    5081000          53.90209        608.03755           1.23913      
    5082000          55.21967        606.60836           1.26942      
    5083000          59.22273        602.59096           1.36144      
    5084000          57.88501        603.90076           1.33069      
    5085000          57.31726        604.51891           1.31764      
    5086000          57.08166        604.82385           1.31222      
    5087000          52.31519        609.61227           1.20265      
    5088000          57.80736        604.02120           1.32890      
    5089000          57.84764        603.96633           1.32983      
    5090000          44.03329        617.81634           1.01226      
    5091000          49.36941        612.48528           1.13493      
    5092000          48.69945        613.19112           1.11953      
    5093000          45.38576        616.46990           1.04335      
    5094000          47.62483        614.27502           1.09482      
    5095000          50.67784        611.23390           1.16501      
    5096000          49.30631        612.55554           1.13348      
    5097000          53.48188        608.29029           1.22947      
    5098000          52.55715        609.21905           1.20821      
    5099000          49.84004        612.14267           1.14575      
    5100000          56.55084        605.30615           1.30002      
    5101000          52.09224        609.75954           1.19752      
    5102000          56.61886        605.24213           1.30158      
    5103000          54.40256        607.46100           1.25063      
    5104000          57.51484        604.29925           1.32218      
    5105000          51.55461        610.31708           1.18516      
    5106000          52.62910        609.30608           1.20986      
    5107000          55.18064        606.68537           1.26852      
    5108000          56.11117        605.82232           1.28991      
    5109000          53.12355        608.68207           1.22123      
    5110000          64.59688        597.21967           1.48499      
    5111000          58.64030        603.15292           1.34805      
    5112000          55.09788        606.80209           1.26662      
    5113000          57.10082        604.74507           1.31266      
    5114000          53.41219        608.46675           1.22787      
    5115000          59.19051        602.62524           1.36070      
    5116000          55.61791        606.28163           1.27857      
    5117000          52.04009        609.79936           1.19632      
    5118000          55.99527        605.88381           1.28725      
    5119000          63.37568        598.40498           1.45691      
    5120000          63.41999        598.39291           1.45793      
    5121000          56.74605        605.11877           1.30451      
    5122000          57.52515        604.30070           1.32242      
    5123000          59.96367        601.83461           1.37848      
    5124000          57.67524        604.21005           1.32587      
    5125000          62.12821        599.73942           1.42823      
    5126000          58.06939        603.82327           1.33493      
    5127000          58.99038        602.87391           1.35610      
    5128000          55.72394        606.10718           1.28101      
    5129000          54.47182        607.43412           1.25223      
    5130000          55.47079        606.45113           1.27519      
    5131000          57.91314        603.95846           1.33134      
    5132000          52.44984        609.43820           1.20574      
    5133000          58.36274        603.40289           1.34167      
    5134000          56.01202        605.81984           1.28763      
    5135000          61.59968        600.09918           1.41608      
    5136000          63.68276        598.16334           1.46397      
    5137000          61.47899        600.32546           1.41331      
    5138000          53.57224        608.27868           1.23155      
    5139000          55.69175        606.10185           1.28027      
    5140000          53.76470        608.15491           1.23597      
    5141000          62.61111        599.23331           1.43934      
    5142000          55.28056        606.59618           1.27082      
    5143000          53.68729        608.11460           1.23419      
    5144000          57.21646        604.66015           1.31532      
    5145000          58.10479        603.77247           1.33574      
    5146000          54.57079        607.26449           1.25450      
    5147000          56.81836        605.04928           1.30617      
    5148000          55.26795        606.50116           1.27053      
    5149000          56.17261        605.69666           1.29132      
    5150000          51.81064        610.05025           1.19105      
    5151000          54.01298        607.84411           1.24168      
    5152000          59.20479        602.61038           1.36103      
    5153000          51.13447        610.75137           1.17551      
    5154000          56.83362        605.00345           1.30652      
    5155000          57.49117        604.34720           1.32164      
    5156000          54.39456        607.47384           1.25045      
    5157000          57.94037        603.95476           1.33196      
    5158000          49.02475        612.89169           1.12701      
    5159000          56.02891        605.78122           1.28802      
    5160000          61.27717        600.34105           1.40867      
    5161000          50.06317        611.83657           1.15088      
    5162000          53.57891        608.28115           1.23170      
    5163000          48.53639        613.33392           1.11578      
    5164000          52.23380        609.53850           1.20078      
    5165000          53.67862        608.22705           1.23399      
    5166000          43.68918        618.19073           1.00435      
    5167000          46.56093        615.32657           1.07037      
    5168000          50.67610        611.19680           1.16497      
    5169000          53.14059        608.72113           1.22162      
    5170000          55.47032        606.26539           1.27518      
    5171000          46.83006        614.98493           1.07655      
    5172000          52.83461        609.00156           1.21459      
    5173000          59.45874        602.39622           1.36687      
    5174000          51.11338        610.75826           1.17502      
    5175000          57.42349        604.48203           1.32008      
    5176000          57.91591        603.97479           1.33140      
    5177000          55.05241        606.74943           1.26557      
    5178000          56.02235        605.77824           1.28787      
    5179000          55.74356        606.06733           1.28146      
    5180000          62.75570        599.07579           1.44266      
    5181000          56.31851        605.48761           1.29468      
    5182000          54.86311        606.99481           1.26122      
    5183000          57.91380        603.90264           1.33135      
    5184000          60.40030        601.46239           1.38851      
    5185000          54.92841        606.98469           1.26272      
    5186000          53.93047        607.95493           1.23978      
    5187000          53.66755        608.20130           1.23374      
    5188000          57.10427        604.70596           1.31274      
    5189000          50.43570        611.47901           1.15944      
    5190000          54.59487        607.23751           1.25505      
    5191000          53.28101        608.60137           1.22485      
    5192000          58.37010        603.52682           1.34184      
    5193000          57.41833        604.53681           1.31996      
    5194000          56.00989        605.98877           1.28758      
    5195000          60.60489        601.28806           1.39322      
    5196000          58.13773        603.78295           1.33650      
    5197000          59.18517        602.64926           1.36058      
    5198000          61.48854        600.30435           1.41353      
    5199000          48.45407        613.48981           1.11389      
    5200000          51.56135        610.31020           1.18532      
    5201000          56.34221        605.62555           1.29522      
    5202000          65.79904        595.98758           1.51262      
    5203000          57.05940        604.89969           1.31171      
    5204000          60.96632        600.95617           1.40152      
    5205000          64.14452        597.68617           1.47459      
    5206000          58.96830        602.96855           1.35559      
    5207000          53.45695        608.48651           1.22890      
    5208000          54.50002        607.47891           1.25287      
    5209000          59.26147        602.66438           1.36233      
    5210000          57.64361        604.31390           1.32514      
    5211000          54.55289        607.39494           1.25409      
    5212000          53.48946        608.45163           1.22964      
    5213000          47.25898        614.76192           1.08641      
    5214000          54.72388        607.21707           1.25802      
    5215000          54.69226        607.24679           1.25729      
    5216000          57.74105        604.25189           1.32738      
    5217000          57.19573        604.79377           1.31484      
    5218000          51.20381        610.84204           1.17710      
    5219000          57.22276        604.74650           1.31547      
    5220000          57.12030        604.82969           1.31311      
    5221000          51.28818        610.73324           1.17904      
    5222000          60.66868        601.16649           1.39468      
    5223000          55.62154        606.27925           1.27866      
    5224000          55.19579        606.80513           1.26887      
    5225000          57.06197        604.92358           1.31177      
    5226000          52.15647        609.78284           1.19900      
    5227000          49.39173        612.51843           1.13544      
    5228000          52.23125        609.76773           1.20072      
    5229000          45.26650        616.71812           1.04061      
    5230000          43.63317        618.53084           1.00306      
    5231000          55.07858        606.84866           1.26617      
    5232000          56.63010        605.31839           1.30184      
    5233000          54.78406        607.19471           1.25940      
    5234000          61.93661        600.02255           1.42383      
    5235000          54.63149        607.31014           1.25590      
    5236000          58.39966        603.57764           1.34252      
    5237000          48.66950        613.35325           1.11884      
    5238000          56.41762        605.44466           1.29696      
    5239000          53.91267        608.01291           1.23937      
    5240000          46.11281        615.88786           1.06006      
    5241000          45.63057        616.40012           1.04898      
    5242000          52.69472        609.21110           1.21137      
    5243000          58.00212        603.86606           1.33338      
    5244000          52.02942        609.83412           1.19608      
    5245000          60.71823        601.14962           1.39582      
    5246000          58.14583        603.75640           1.33669      
    5247000          55.82228        606.14765           1.28327      
    5248000          62.71857        599.11725           1.44181      
    5249000          54.37364        607.61125           1.24997      
    5250000          52.37943        609.60884           1.20412      
    5251000          52.58680        609.39400           1.20889      
    5252000          57.82627        604.09879           1.32934      
    5253000          54.78328        607.12737           1.25939      
    5254000          55.34400        606.55927           1.27228      
    5255000          62.00403        599.92827           1.42538      
    5256000          61.60181        600.24527           1.41613      
    5257000          56.62137        605.21060           1.30164      
    5258000          54.23422        607.69144           1.24676      
    5259000          54.77743        607.12384           1.25925      
    5260000          62.26603        599.63004           1.43140      
    5261000          53.11393        608.82722           1.22101      
    5262000          42.44363        619.53611           0.97572      
    5263000          59.08681        602.88344           1.35832      
    5264000          60.63682        601.27075           1.39395      
    5265000          49.69635        612.27980           1.14244      
    5266000          47.23819        614.71582           1.08594      
    5267000          54.85262        607.05475           1.26098      
    5268000          56.87260        605.06173           1.30742      
    5269000          54.15331        607.75683           1.24490      
    5270000          59.87543        601.97596           1.37645      
    5271000          61.88203        599.99586           1.42258      
    5272000          59.93383        601.93467           1.37779      
    5273000          53.27860        608.68243           1.22480      
    5274000          53.07569        608.86290           1.22013      
    5275000          56.03274        605.85220           1.28811      
    5276000          58.26060        603.53628           1.33932      
    5277000          55.29653        606.62969           1.27118      
    5278000          58.43096        603.45710           1.34324      
    5279000          63.33373        598.56649           1.45595      
    5280000          62.36364        599.48139           1.43365      
    5281000          56.97091        604.95502           1.30968      
    5282000          60.59669        601.28847           1.39303      
    5283000          64.60543        597.20359           1.48518      
    5284000          61.47417        600.42889           1.41320      
    5285000          59.93953        601.91729           1.37792      
    5286000          59.98810        601.88285           1.37904      
    5287000          58.57105        603.33180           1.34646      
    5288000          60.84437        601.04354           1.39872      
    5289000          54.11020        607.79431           1.24391      
    5290000          53.49738        608.44482           1.22982      
    5291000          59.42879        602.37090           1.36618      
    5292000          57.50542        604.40077           1.32196      
    5293000          53.58040        608.37690           1.23173      
    5294000          58.50545        603.38874           1.34495      
    5295000          52.69275        609.18273           1.21133      
    5296000          55.30002        606.60307           1.27126      
    5297000          54.40597        607.50197           1.25071      
    5298000          56.48159        605.45112           1.29843      
    5299000          61.90339        599.96804           1.42307      
    5300000          63.51983        598.35773           1.46023      
    5301000          64.96758        596.84252           1.49351      
    5302000          58.11778        603.73299           1.33604      
    5303000          51.74941        610.11337           1.18964      
    5304000          51.05112        610.95626           1.17359      
    5305000          51.70484        610.19216           1.18862      
    5306000          54.09823        607.82423           1.24364      
    5307000          52.10822        609.81270           1.19789      
    5308000          53.92408        607.93800           1.23963      
    5309000          51.10157        610.84389           1.17475      
    5310000          54.99128        606.85234           1.26417      
    5311000          58.99057        602.80440           1.35610      
    5312000          60.73506        601.12855           1.39621      
    5313000          54.57040        607.31646           1.25449      
    5314000          55.20546        606.65688           1.26909      
    5315000          62.42628        599.42699           1.43509      
    5316000          55.82358        606.10384           1.28330      
    5317000          57.84593        603.97838           1.32979      
    5318000          53.73776        608.18855           1.23535      
    5319000          59.51779        602.38940           1.36822      
    5320000          63.32271        598.51441           1.45569      
    5321000          59.35089        602.53944           1.36439      
    5322000          49.49068        612.47638           1.13772      
    5323000          57.27459        604.62385           1.31666      
    5324000          53.19321        608.70994           1.22283      
    5325000          52.56583        609.31418           1.20841      
    5326000          56.25822        605.63331           1.29329      
    5327000          52.93077        609.00374           1.21680      
    5328000          54.36528        607.52029           1.24978      
    5329000          55.52623        606.37204           1.27647      
    5330000          63.49710        598.35870           1.45970      
    5331000          55.27909        606.66795           1.27078      
    5332000          60.44941        601.45885           1.38964      
    5333000          48.91539        612.97133           1.12449      
    5334000          53.81347        608.07733           1.23709      
    5335000          47.95967        613.94052           1.10252      
    5336000          52.51180        609.35759           1.20717      
    5337000          56.45687        605.40891           1.29786      
    5338000          49.56340        612.35965           1.13939      
    5339000          51.34025        610.52708           1.18024      
    5340000          55.86993        606.07316           1.28437      
    5341000          55.21584        606.54123           1.26933      
    5342000          51.41524        610.49955           1.18196      
    5343000          54.50701        607.30826           1.25303      
    5344000          57.89218        603.89054           1.33085      
    5345000          59.40228        602.50686           1.36557      
    5346000          58.10811        603.73368           1.33582      
    5347000          55.89280        606.00495           1.28489      
    5348000          57.97074        603.85565           1.33266      
    5349000          59.86615        601.99183           1.37623      
    5350000          54.18746        607.73733           1.24569      
    5351000          58.60741        603.24546           1.34730      
    5352000          52.84780        608.97025           1.21489      
    5353000          58.92798        602.91049           1.35467      
    5354000          55.21554        606.57858           1.26932      
    5355000          51.72191        610.20918           1.18901      
    5356000          57.75501        604.15119           1.32770      
    5357000          61.04656        600.79832           1.40337      
    5358000          57.60502        604.27018           1.32425      
    5359000          63.70952        598.14483           1.46459      
    5360000          54.58073        607.27873           1.25473      
    5361000          55.40706        606.41338           1.27373      
    5362000          58.34280        603.53106           1.34121      
    5363000          57.40818        604.48628           1.31973      
    5364000          57.31292        604.53274           1.31754      
    5365000          57.27793        604.63286           1.31673      
    5366000          62.05829        599.78038           1.42663      
    5367000          58.26252        603.68733           1.33937      
    5368000          62.72366        599.15267           1.44192      
    5369000          56.73948        605.14685           1.30436      
    5370000          54.02637        607.86135           1.24199      
    5371000          58.23059        603.66380           1.33863      
    5372000          58.52927        603.39391           1.34550      
    5373000          53.97688        607.87917           1.24085      
    5374000          52.08627        609.75507           1.19739      
    5375000          52.77979        609.10333           1.21333      
    5376000          42.53504        619.43481           0.97782      
    5377000          59.53380        602.29491           1.36859      
    5378000          56.71477        605.12248           1.30379      
    5379000          55.10180        606.77213           1.26671      
    5380000          51.20759        610.71619           1.17719      
    5381000          53.22650        608.74683           1.22360      
    5382000          62.75752        599.05660           1.44270      
    5383000          55.37065        606.58054           1.27289      
    5384000          58.24423        603.66213           1.33895      
    5385000          58.04049        603.91097           1.33426      
    5386000          62.60684        599.25523           1.43924      
    5387000          53.73272        608.17212           1.23523      
    5388000          55.46324        606.41333           1.27502      
    5389000          54.54884        607.38309           1.25400      
    5390000          54.95473        606.95827           1.26333      
    5391000          55.47846        606.42286           1.27537      
    5392000          54.09592        607.74511           1.24358      
    5393000          51.20204        610.59928           1.17706      
    5394000          52.94069        608.86886           1.21703      
    5395000          50.84932        611.07752           1.16895      
    5396000          47.22794        614.69755           1.08570      
    5397000          56.01035        605.76696           1.28759      
    5398000          57.73617        604.09113           1.32727      
    5399000          56.12277        605.73776           1.29018      
    5400000          56.11110        605.65790           1.28991      
    5401000          49.72171        612.16294           1.14303      
    5402000          59.06957        602.78201           1.35792      
    5403000          52.92971        608.92884           1.21677      
    5404000          50.94907        610.93190           1.17124      
    5405000          59.37605        602.42537           1.36497      
    5406000          57.22160        604.62846           1.31544      
    5407000          55.20110        606.68263           1.26899      
    5408000          54.46790        607.43862           1.25214      
    5409000          55.96960        605.91711           1.28666      
    5410000          54.19565        607.61133           1.24588      
    5411000          40.04956        621.88221           0.92068      
    5412000          46.31532        615.56450           1.06472      
    5413000          58.31194        603.55824           1.34050      
    5414000          52.76055        609.14598           1.21289      
    5415000          64.33814        597.51853           1.47904      
    5416000          52.98621        608.91309           1.21807      
    5417000          53.88018        608.01655           1.23862      
    5418000          48.29057        613.64259           1.11013      
    5419000          57.43668        604.39590           1.32038      
    5420000          52.50842        609.32614           1.20709      
    5421000          48.61906        613.25100           1.11768      
    5422000          65.73935        596.04244           1.51125      
    5423000          57.97768        603.83190           1.33282      
    5424000          60.39121        601.45904           1.38830      
    5425000          55.24416        606.60356           1.26998      
    5426000          60.99811        600.78935           1.40226      
    5427000          60.51784        601.33287           1.39121      
    5428000          56.70619        605.18232           1.30359      
    5429000          55.97521        605.81827           1.28679      
    5430000          58.24964        603.61369           1.33907      
    5431000          57.70185        604.16150           1.32648      
    5432000          57.67451        604.18710           1.32585      
    5433000          57.20063        604.64703           1.31496      
    5434000          52.14280        609.70083           1.19869      
    5435000          55.63216        606.21739           1.27890      
    5436000          51.56203        610.20983           1.18533      
    5437000          53.23525        608.58031           1.22380      
    5438000          56.04111        605.78107           1.28830      
    5439000          55.58531        606.16895           1.27782      
    5440000          58.03853        603.78191           1.33422      
    5441000          59.39848        602.45403           1.36548      
    5442000          56.94666        604.84269           1.30912      
    5443000          59.00116        602.82942           1.35635      
    5444000          53.43452        608.42835           1.22838      
    5445000          57.15072        604.66801           1.31381      
    5446000          46.66947        615.14719           1.07286      
    5447000          59.07288        602.75808           1.35800      
    5448000          60.06058        601.77900           1.38070      
    5449000          51.36418        610.52019           1.18079      
    5450000          55.19573        606.60225           1.26887      
    5451000          51.31727        610.58583           1.17971      
    5452000          57.68243        604.14965           1.32603      
    5453000          54.91369        606.91344           1.26238      
    5454000          52.32301        609.47959           1.20283      
    5455000          55.38179        606.45415           1.27314      
    5456000          54.67616        607.13330           1.25692      
    5457000          51.60351        610.22641           1.18629      
    5458000          58.74957        603.12698           1.35056      
    5459000          60.61318        601.19277           1.39341      
    5460000          63.49202        598.25509           1.45959      
    5461000          57.03096        604.81932           1.31106      
    5462000          61.17202        600.62352           1.40625      
    5463000          58.31069        603.56781           1.34048      
    5464000          63.63425        598.14659           1.46286      
    5465000          60.59984        601.17909           1.39310      
    5466000          55.82413        606.01225           1.28331      
    5467000          62.25044        599.54330           1.43104      
    5468000          48.03801        613.91435           1.10432      
    5469000          56.85109        604.91728           1.30692      
    5470000          59.16193        602.61143           1.36004      
    5471000          58.47685        603.31793           1.34430      
    5472000          55.49698        606.33823           1.27579      
    5473000          55.74935        606.04976           1.28159      
    5474000          58.72010        603.04546           1.34989      
    5475000          55.18481        606.65592           1.26862      
    5476000          58.29991        603.55816           1.34023      
    5477000          52.94003        608.86789           1.21701      
    5478000          58.88560        602.90514           1.35369      
    5479000          54.63760        607.25036           1.25604      
    5480000          61.09713        600.70070           1.40453      
    5481000          54.72433        607.13524           1.25803      
    5482000          53.49307        608.39131           1.22973      
    5483000          57.99051        603.82775           1.33312      
    5484000          59.18956        602.64686           1.36068      
    5485000          64.13290        597.65899           1.47432      
    5486000          55.41615        606.41801           1.27393      
    5487000          50.12998        611.67335           1.15241      
    5488000          53.79232        608.03419           1.23661      
    5489000          64.03153        597.68524           1.47199      
    5490000          61.68167        600.01118           1.41797      
    5491000          53.63825        608.22000           1.23306      
    5492000          60.30956        601.48032           1.38643      
    5493000          56.29144        605.51809           1.29406      
    5494000          54.39391        607.44617           1.25043      
    5495000          53.81233        608.07594           1.23707      
    5496000          56.51395        605.30495           1.29917      
    5497000          60.77045        600.99416           1.39702      
    5498000          58.04005        603.75348           1.33425      
    5499000          53.19964        608.63358           1.22298      
    5500000          56.78007        605.04998           1.30529      
    5501000          52.90661        608.89698           1.21624      
    5502000          52.87627        608.97692           1.21555      
    5503000          56.78426        605.03314           1.30539      
    5504000          62.46632        599.35600           1.43601      
    5505000          59.36221        602.47078           1.36465      
    5506000          59.75705        601.98027           1.37373      
    5507000          46.06210        615.81673           1.05890      
    5508000          57.05018        604.68119           1.31150      
    5509000          56.91205        604.89813           1.30832      
    5510000          60.02365        601.75185           1.37985      
    5511000          58.85882        602.91327           1.35308      
    5512000          52.74079        609.11212           1.21243      
    5513000          59.29817        602.47558           1.36318      
    5514000          51.03355        610.78189           1.17319      
    5515000          48.35012        613.50200           1.11150      
    5516000          58.30108        603.44778           1.34025      
    5517000          51.35801        610.46307           1.18064      
    5518000          57.27957        604.51841           1.31677      
    5519000          55.96518        605.74713           1.28656      
    5520000          63.30694        598.35037           1.45533      
    5521000          55.78012        606.02569           1.28230      
    5522000          57.65164        604.14806           1.32532      
    5523000          63.03164        598.71951           1.44900      
    5524000          53.50815        608.29388           1.23007      
    5525000          54.82001        606.90413           1.26023      
    5526000          58.19098        603.59058           1.33772      
    5527000          53.60590        608.19867           1.23232      
    5528000          53.41196        608.42970           1.22786      
    5529000          48.24108        613.63352           1.10899      
    5530000          56.20137        605.57794           1.29199      
    5531000          59.33737        602.42042           1.36408      
    5532000          59.42173        602.30240           1.36602      
    5533000          63.31037        598.42149           1.45541      
    5534000          57.14166        604.62835           1.31360      
    5535000          54.40172        607.29415           1.25061      
    5536000          59.71936        602.14682           1.37286      
    5537000          56.33823        605.44042           1.29513      
    5538000          58.23720        603.56319           1.33879      
    5539000          60.77375        601.04901           1.39710      
    5540000          58.78332        603.03656           1.35134      
    5541000          56.99844        604.84418           1.31031      
    5542000          61.15079        600.66390           1.40577      
    5543000          52.29629        609.48547           1.20221      
    5544000          61.06244        600.69627           1.40373      
    5545000          58.12112        603.67318           1.33612      
    5546000          49.68413        612.16550           1.14216      
    5547000          55.77973        605.97312           1.28229      
    5548000          54.92654        606.87954           1.26268      
    5549000          59.63370        602.22556           1.37089      
    5550000          63.04339        598.71665           1.44927      
    5551000          52.59218        609.30112           1.20902      
    5552000          54.35511        607.48317           1.24954      
    5553000          52.02531        609.86674           1.19598      
    5554000          59.15125        602.67988           1.35980      
    5555000          54.90535        606.88842           1.26219      
    5556000          57.97475        603.80525           1.33275      
    5557000          60.93811        600.81098           1.40088      
    5558000          57.47887        604.29444           1.32135      
    5559000          51.26157        610.54437           1.17843      
    5560000          54.58103        607.31511           1.25474      
    5561000          59.43092        602.38352           1.36623      
    5562000          56.25413        605.63778           1.29320      
    5563000          57.72055        604.15444           1.32691      
    5564000          60.27279        601.57060           1.38558      
    5565000          56.90270        605.02686           1.30811      
    5566000          59.03923        602.86964           1.35722      
    5567000          51.82184        610.12545           1.19131      
    5568000          54.22945        607.60628           1.24665      
    5569000          59.74900        602.09730           1.37354      
    5570000          56.49263        605.35094           1.29868      
    5571000          54.12261        607.75155           1.24420      
    5572000          54.93162        606.98615           1.26280      
    5573000          62.01145        599.85883           1.42555      
    5574000          54.08967        607.85288           1.24344      
    5575000          57.40733        604.41264           1.31971      
    5576000          52.59670        609.29896           1.20912      
    5577000          59.87843        601.94239           1.37652      
    5578000          44.74775        617.18281           1.02868      
    5579000          57.16910        604.75855           1.31423      
    5580000          50.71921        611.11751           1.16596      
    5581000          53.40082        608.46755           1.22761      
    5582000          49.36866        612.42701           1.13491      
    5583000          60.12426        601.75543           1.38217      
    5584000          59.34548        602.51331           1.36426      
    5585000          63.12235        598.67807           1.45109      
    5586000          57.07629        604.81936           1.31210      
    5587000          56.62219        605.30277           1.30166      
    5588000          56.10928        605.79375           1.28987      
    5589000          56.83974        605.05556           1.30666      
    5590000          63.32361        598.56053           1.45572      
    5591000          58.27673        603.68106           1.33969      
    5592000          55.54285        606.33258           1.27685      
    5593000          61.39904        600.41765           1.41147      
    5594000          54.55883        607.34385           1.25423      
    5595000          62.14178        599.67440           1.42855      
    5596000          55.22467        606.65447           1.26953      
    5597000          56.91646        604.94966           1.30842      
    5598000          61.55383        600.21963           1.41503      
    5599000          52.88596        609.02170           1.21577      
    5600000          51.48337        610.37056           1.18353      
    5601000          61.44520        600.36779           1.41253      
    5602000          53.25558        608.69035           1.22427      
    5603000          50.60243        611.30714           1.16327      
    5604000          60.18675        601.56494           1.38360      
    5605000          56.11959        605.74803           1.29011      
    5606000          56.89932        605.00781           1.30803      
    5607000          55.89381        606.00516           1.28492      
    5608000          53.80582        608.09054           1.23692      
    5609000          53.43375        608.43610           1.22836      
    5610000          64.10564        597.69635           1.47369      
    5611000          55.36109        606.53540           1.27267      
    5612000          61.02178        600.85343           1.40280      
    5613000          62.49908        599.41021           1.43676      
    5614000          56.08427        605.85580           1.28929      
    5615000          51.43291        610.44196           1.18237      
    5616000          57.02040        604.88211           1.31081      
    5617000          50.48425        611.44500           1.16056      
    5618000          53.83247        608.12572           1.23753      
    5619000          61.62688        600.25862           1.41671      
    5620000          57.76985        604.12695           1.32804      
    5621000          54.61898        607.29546           1.25561      
    5622000          49.27123        612.67328           1.13267      
    5623000          64.79041        597.06374           1.48943      
    5624000          59.53069        602.36293           1.36852      
    5625000          66.35470        595.49775           1.52540      
    5626000          56.98568        604.84726           1.31002      
    5627000          60.24676        601.59190           1.38498      
    5628000          53.57524        608.32257           1.23161      
    5629000          56.20834        605.70677           1.29215      
    5630000          53.62507        608.25391           1.23276      
    5631000          51.96635        609.85571           1.19463      
    5632000          54.23194        607.58598           1.24671      
    5633000          55.81576        606.05967           1.28312      
    5634000          57.37033        604.50498           1.31886      
    5635000          52.73834        609.16207           1.21238      
    5636000          51.97080        609.86787           1.19473      
    5637000          60.45707        601.32372           1.38982      
    5638000          51.41835        610.48645           1.18203      
    5639000          50.47481        611.33731           1.16034      
    5640000          45.33179        616.71665           1.04211      
    5641000          50.23246        611.64184           1.15477      
    5642000          56.61074        605.18114           1.30140      
    5643000          49.55460        612.33740           1.13919      
    5644000          58.52148        603.30146           1.34532      
    5645000          55.32752        606.56740           1.27190      
    5646000          60.18966        601.61731           1.38367      
    5647000          51.35083        610.52656           1.18048      
    5648000          62.64295        599.13892           1.44007      
