    timestep      kinetic_energy  potential_energy kinetic_temperature
     233000          52.63519        608.23814           1.21000      
     234000          57.45745        603.41150           1.32086      
     235000          49.51402        611.36008           1.13825      
     236000          47.85071        613.02096           1.10002      
     237000          48.07644        612.79707           1.10521      
     238000          53.76146        607.10958           1.23590      
     239000          53.24193        607.63215           1.22395      
     240000          54.73409        606.13836           1.25825      
     241000          56.60205        604.27070           1.30120      
     242000          62.05672        598.81514           1.42659      
     243000          52.54038        608.33541           1.20782      
     244000          55.16123        605.71109           1.26807      
     245000          59.28184        601.58946           1.36280      
     246000          52.44101        608.43361           1.20554      
     247000          56.87281        604.00065           1.30742      
     248000          58.51980        602.35335           1.34528      
     249000          54.29105        606.58306           1.24807      
     250000          60.41606        600.45546           1.38887      
     251000          53.80435        607.07012           1.23688      
     252000          62.07703        598.79525           1.42706      
     253000          60.34381        600.52847           1.38721      
     254000          58.34333        602.52888           1.34123      
     255000          56.99992        603.87125           1.31034      
     256000          58.14769        602.72413           1.33673      
     257000          60.03467        600.83760           1.38011      
     258000          55.58036        605.29539           1.27771      
     259000          55.63436        605.23831           1.27895      
     260000          47.86598        613.01319           1.10037      
     261000          55.72118        605.15035           1.28095      
     262000          47.27710        613.59955           1.08683      
     263000          53.02553        607.84809           1.21898      
     264000          57.00968        603.86374           1.31057      
     265000          46.90177        613.97450           1.07820      
     266000          51.45150        609.42244           1.18279      
     267000          53.61119        607.26157           1.23244      
     268000          53.66706        607.20333           1.23373      
     269000          51.55846        609.31755           1.18525      
     270000          52.46120        608.41239           1.20600      
     271000          55.43255        605.43967           1.27431      
     272000          55.13823        605.73487           1.26755      
     273000          55.60515        605.26689           1.27828      
     274000          53.37812        607.49548           1.22708      
     275000          60.09536        600.77239           1.38150      
     276000          55.88138        604.99006           1.28463      
     277000          56.73367        604.13726           1.30422      
     278000          53.26023        607.61213           1.22437      
     279000          61.42389        599.44698           1.41204      
     280000          58.95428        601.91884           1.35527      
     281000          64.64273        596.22700           1.48604      
     282000          60.86353        600.00835           1.39916      
     283000          56.53512        604.33881           1.29966      
     284000          61.36837        599.50427           1.41077      
     285000          60.32863        600.54305           1.38687      
     286000          54.60066        606.27206           1.25519      
     287000          55.38960        605.48375           1.27332      
     288000          51.28852        609.58581           1.17905      
     289000          60.35703        600.51654           1.38752      
     290000          57.97120        602.90484           1.33267      
     291000          64.11179        596.76046           1.47383      
     292000          61.92518        598.94834           1.42357      
     293000          57.81941        603.05472           1.32918      
     294000          59.51821        601.35459           1.36823      
     295000          60.59072        600.28202           1.39289      
     296000          55.78039        605.09367           1.28231      
     297000          56.60946        604.26182           1.30137      
     298000          55.61728        605.25794           1.27856      
     299000          56.46484        604.40906           1.29804      
     300000          62.99952        597.87314           1.44826      
     301000          61.14081        599.73072           1.40554      
     302000          58.38698        602.48528           1.34223      
     303000          62.17562        598.69808           1.42932      
     304000          59.49690        601.37914           1.36774      
     305000          58.44875        602.42652           1.34365      
     306000          58.93995        601.93525           1.35494      
     307000          55.23885        605.63570           1.26986      
     308000          57.39805        603.47608           1.31950      
     309000          53.27901        607.59731           1.22480      
     310000          57.42126        603.45194           1.32003      
     311000          58.09579        602.77633           1.33554      
     312000          57.31282        603.55893           1.31754      
     313000          51.84177        609.03191           1.19176      
     314000          58.60711        602.26515           1.34729      
     315000          59.08593        601.78422           1.35830      
     316000          63.70364        597.16583           1.46445      
     317000          55.33717        605.53812           1.27212      
     318000          53.83060        607.04192           1.23749      
     319000          60.44724        600.42268           1.38959      
     320000          55.32635        605.54704           1.27187      
     321000          58.25763        602.61542           1.33926      
     322000          53.36841        607.50466           1.22686      
     323000          49.14233        611.73159           1.12971      
     324000          54.01376        606.86208           1.24170      
     325000          54.23397        606.63965           1.24676      
     326000          60.09965        600.77386           1.38160      
     327000          52.66342        608.21143           1.21065      
     328000          58.73124        602.13967           1.35014      
     329000          55.07019        605.80371           1.26598      
     330000          63.29183        597.57856           1.45498      
     331000          61.82800        599.04415           1.42133      
     332000          59.94978        600.92443           1.37816      
     333000          56.20259        604.66820           1.29201      
     334000          55.84772        605.02710           1.28386      
     335000          59.26608        601.60597           1.36244      
     336000          55.56601        605.30840           1.27738      
     337000          59.02836        601.84251           1.35697      
     338000          62.29448        598.57445           1.43206      
     339000          50.08267        610.79165           1.15133      
     340000          57.27819        603.59381           1.31674      
     341000          55.19681        605.67449           1.26889      
     342000          52.01811        608.85637           1.19582      
     343000          60.29430        600.57534           1.38608      
     344000          51.09586        609.78067           1.17462      
     345000          56.11283        604.76190           1.28995      
     346000          51.85563        609.01852           1.19208      
     347000          57.89934        602.97385           1.33102      
     348000          61.17421        599.69913           1.40630      
     349000          58.78532        602.08675           1.35139      
     350000          62.17661        598.69370           1.42935      
     351000          61.50684        599.36406           1.41395      
     352000          55.80404        605.06854           1.28285      
     353000          51.55717        609.31701           1.18522      
     354000          54.54178        606.33170           1.25383      
     355000          56.24148        604.63102           1.29291      
     356000          51.56037        609.31528           1.18530      
     357000          59.72313        601.14639           1.37295      
     358000          53.08098        607.79612           1.22025      
     359000          53.48137        607.39089           1.22946      
     360000          48.39172        612.48154           1.11245      
     361000          52.00180        608.87074           1.19544      
     362000          56.95450        603.91846           1.30930      
     363000          56.17950        604.69219           1.29148      
     364000          55.55296        605.31694           1.27708      
     365000          54.34469        606.52547           1.24930      
     366000          52.66626        608.20576           1.21072      
     367000          48.21552        612.65741           1.10840      
     368000          55.99095        604.87978           1.28715      
     369000          54.51197        606.36071           1.25315      
     370000          54.84210        606.03100           1.26074      
     371000          54.89690        605.97572           1.26200      
     372000          60.34929        600.52059           1.38734      
     373000          53.04748        607.82473           1.21948      
     374000          49.72151        611.15701           1.14302      
     375000          52.85773        608.01112           1.21512      
     376000          54.64723        606.22181           1.25626      
     377000          53.68624        607.18597           1.23417      
     378000          56.59651        604.27799           1.30107      
     379000          57.23185        603.64130           1.31567      
     380000          55.84021        605.03250           1.28368      
     381000          56.82248        604.04906           1.30626      
     382000          59.65002        601.22284           1.37126      
     383000          61.55146        599.32063           1.41498      
     384000          59.63418        601.23975           1.37090      
     385000          57.63522        603.23646           1.32495      
     386000          63.27151        597.59747           1.45452      
     387000          61.54517        599.32815           1.41483      
     388000          57.61719        603.25597           1.32453      
     389000          54.12827        606.74496           1.24433      
     390000          57.48094        603.39281           1.32140      
     391000          60.11552        600.75398           1.38197      
     392000          57.39318        603.47817           1.31938      
     393000          55.68165        605.19132           1.28004      
     394000          61.10029        599.77016           1.40460      
     395000          57.26290        603.60704           1.31639      
     396000          51.23899        609.63277           1.17791      
     397000          51.60083        609.27171           1.18623      
     398000          55.64703        605.22376           1.27924      
     399000          55.21876        605.65270           1.26940      
     400000          59.45075        601.41730           1.36668      
     401000          62.43082        598.43665           1.43519      
     402000          49.60654        611.26589           1.14038      
     403000          51.81162        609.05976           1.19107      
     404000          53.77738        607.09426           1.23626      
     405000          56.67239        604.19745           1.30281      
     406000          53.12180        607.75239           1.22119      
     407000          59.63820        601.23303           1.37099      
     408000          56.50549        604.36518           1.29898      
     409000          50.66154        610.21199           1.16463      
     410000          55.32369        605.54725           1.27181      
     411000          60.23939        600.62985           1.38481      
     412000          57.67681        603.19411           1.32590      
     413000          55.03162        605.84010           1.26509      
     414000          53.38346        607.48946           1.22721      
     415000          59.90278        600.96863           1.37708      
     416000          56.68895        604.18144           1.30319      
     417000          62.85911        598.01101           1.44504      
     418000          55.30321        605.56845           1.27134      
     419000          52.10849        608.76362           1.19790      
     420000          56.09245        604.77638           1.28948      
     421000          42.17619        618.69774           0.96957      
     422000          51.66349        609.20636           1.18767      
     423000          49.10304        611.76711           1.12881      
     424000          50.86655        610.00515           1.16935      
     425000          47.42041        613.45009           1.09012      
     426000          49.11618        611.75188           1.12911      
     427000          53.29080        607.57998           1.22508      
     428000          54.12846        606.74326           1.24433      
     429000          59.77047        601.09921           1.37403      
     430000          57.58222        603.28749           1.32373      
     431000          57.54683        603.32394           1.32292      
     432000          56.00817        604.86019           1.28754      
     433000          52.45881        608.41483           1.20595      
     434000          51.16816        609.70570           1.17628      
     435000          51.04541        609.82846           1.17346      
     436000          52.86483        608.00849           1.21528      
     437000          49.62993        611.24466           1.14092      
     438000          60.49294        600.37756           1.39064      
     439000          57.40740        603.46378           1.31971      
     440000          56.65309        604.21651           1.30237      
     441000          53.41855        607.45520           1.22801      
     442000          58.57247        602.29560           1.34649      
     443000          56.93341        603.93778           1.30881      
     444000          58.12521        602.74692           1.33621      
     445000          51.60086        609.27430           1.18623      
     446000          58.26162        602.61005           1.33935      
     447000          55.07601        605.79785           1.26612      
     448000          58.68746        602.18525           1.34914      
     449000          54.74959        606.12529           1.25861      
     450000          64.24695        596.62361           1.47694      
     451000          52.62904        608.24515           1.20986      
     452000          62.18197        598.68899           1.42947      
     453000          61.30960        599.56069           1.40942      
     454000          55.74828        605.12365           1.28157      
     455000          53.69088        607.18473           1.23427      
     456000          56.62768        604.24550           1.30179      
     457000          57.28841        603.58433           1.31697      
     458000          57.02153        603.85035           1.31084      
     459000          53.26891        607.60646           1.22457      
     460000          60.69700        600.17474           1.39533      
     461000          62.45500        598.41610           1.43575      
     462000          54.71006        606.16247           1.25770      
     463000          48.31093        612.56258           1.11060      
     464000          51.78705        609.08701           1.19051      
     465000          53.29945        607.57305           1.22527      
     466000          53.58371        607.28858           1.23181      
     467000          49.44132        611.43363           1.13658      
     468000          58.90221        601.96912           1.35407      
     469000          53.28991        607.58250           1.22506      
     470000          61.15551        599.71573           1.40587      
     471000          56.66266        604.20962           1.30259      
     472000          56.02081        604.85385           1.28783      
     473000          52.40573        608.46739           1.20473      
     474000          60.25154        600.62064           1.38509      
     475000          57.92580        602.94590           1.33163      
     476000          57.92258        602.94978           1.33155      
     477000          62.36295        598.50728           1.43363      
     478000          55.82316        605.04954           1.28329      
     479000          58.49540        602.37857           1.34472      
     480000          63.80775        597.06211           1.46684      
     481000          58.05936        602.81446           1.33470      
     482000          51.26240        609.61145           1.17845      
     483000          63.31531        597.55687           1.45552      
     484000          63.47723        597.39542           1.45925      
     485000          65.37678        595.49662           1.50291      
     486000          64.63187        596.24147           1.48579      
     487000          57.75157        603.12192           1.32762      
     488000          53.57581        607.29873           1.23163      
     489000          53.11052        607.76148           1.22093      
     490000          52.50149        608.37213           1.20693      
     491000          49.81592        611.05762           1.14519      
     492000          55.56689        605.30723           1.27740      
     493000          61.37824        599.49223           1.41099      
     494000          59.93681        600.93402           1.37786      
     495000          56.02508        604.84814           1.28793      
     496000          55.92198        604.94966           1.28556      
     497000          54.11317        606.75905           1.24398      
     498000          51.69703        609.17858           1.18844      
     499000          56.86503        604.00849           1.30724      
     500000          63.69779        597.17282           1.46432      
     501000          56.39331        604.48402           1.29640      
     502000          63.25048        597.62141           1.45403      
     503000          58.74289        602.13048           1.35041      
     504000          58.65504        602.21822           1.34839      
     505000          55.37678        605.49669           1.27303      
     506000          59.19000        601.68184           1.36069      
     507000          53.78750        607.08583           1.23649      
     508000          51.96124        608.91113           1.19451      
     509000          61.39329        599.47939           1.41134      
     510000          58.36276        602.51088           1.34167      
     511000          53.52474        607.35070           1.23045      
     512000          56.68251        604.19086           1.30305      
     513000          58.18220        602.69187           1.33752      
     514000          57.70514        603.16899           1.32655      
     515000          63.54675        597.32588           1.46084      
     516000          52.79487        608.08117           1.21368      
     517000          62.77958        598.09420           1.44321      
     518000          57.50472        603.37116           1.32195      
     519000          54.47508        606.39914           1.25230      
     520000          61.54152        599.32963           1.41475      
     521000          54.36695        606.51110           1.24981      
     522000          56.71353        604.16058           1.30376      
     523000          61.33433        599.53954           1.40998      
     524000          53.79787        607.07771           1.23673      
     525000          57.75635        603.11907           1.32773      
     526000          59.06635        601.80865           1.35785      
     527000          57.18060        603.69187           1.31450      
     528000          58.07035        602.80524           1.33495      
     529000          56.80965        604.06487           1.30597      
     530000          54.72770        606.14473           1.25811      
     531000          54.66326        606.21296           1.25663      
     532000          57.84331        603.02947           1.32973      
     533000          59.07928        601.79248           1.35814      
     534000          56.53575        604.33991           1.29967      
     535000          53.14197        607.73334           1.22165      
     536000          54.57040        606.30284           1.25449      
     537000          58.72207        602.15132           1.34993      
     538000          55.69464        605.17997           1.28034      
     539000          59.07338        601.79749           1.35801      
     540000          55.97853        604.89451           1.28686      
     541000          53.40351        607.47242           1.22767      
     542000          56.50258        604.36750           1.29891      
     543000          56.86873        604.00505           1.30733      
     544000          52.72761        608.14511           1.21213      
     545000          59.40552        601.46683           1.36564      
     546000          52.10240        608.77196           1.19776      
     547000          57.43229        603.44097           1.32028      
     548000          53.51261        607.36200           1.23017      
     549000          55.26052        605.61262           1.27036      
     550000          56.61530        604.25462           1.30150      
     551000          56.94019        603.92894           1.30897      
     552000          55.80035        605.07091           1.28277      
     553000          50.90865        609.96254           1.17031      
     554000          50.22740        610.64736           1.15465      
     555000          52.66968        608.20197           1.21080      
     556000          45.08459        615.78902           1.03643      
     557000          53.81664        607.05678           1.23716      
     558000          52.52476        608.34646           1.20747      
     559000          55.23886        605.62976           1.26986      
     560000          56.45995        604.41022           1.29793      
     561000          36.52753        624.34838           0.83971      
     562000          53.40977        607.46350           1.22781      
     563000          55.67085        605.20195           1.27979      
     564000          58.69640        602.17523           1.34934      
     565000          59.28633        601.58604           1.36290      
     566000          60.44384        600.42907           1.38951      
     567000          58.41529        602.45600           1.34288      
     568000          63.65472        597.21491           1.46333      
     569000          59.20192        601.66793           1.36096      
     570000          56.56022        604.31132           1.30024      
     571000          64.55555        596.31443           1.48404      
     572000          48.53827        612.33446           1.11582      
     573000          55.31802        605.55072           1.27168      
     574000          48.20059        612.67243           1.10806      
     575000          43.63674        617.23724           1.00314      
     576000          49.67562        611.20091           1.14197      
     577000          50.03922        610.83290           1.15033      
     578000          56.51228        604.35774           1.29913      
     579000          45.23088        615.64266           1.03979      
     580000          53.29411        607.57813           1.22515      
     581000          56.31228        604.56029           1.29454      
     582000          59.35891        601.51171           1.36457      
     583000          57.02582        603.84710           1.31094      
     584000          52.79584        608.07741           1.21370      
     585000          55.28181        605.59127           1.27085      
     586000          55.80585        605.06754           1.28289      
     587000          56.58751        604.28573           1.30086      
     588000          58.93519        601.93810           1.35483      
     589000          57.96976        602.90366           1.33264      
     590000          58.91556        601.95841           1.35438      
     591000          52.59431        608.28084           1.20906      
     592000          57.25701        603.61637           1.31625      
     593000          60.86055        600.01311           1.39909      
     594000          56.67197        604.19904           1.30280      
     595000          56.11872        604.75596           1.29009      
     596000          59.16619        601.70527           1.36014      
     597000          57.92191        602.95005           1.33154      
     598000          56.54616        604.32572           1.29991      
     599000          47.81065        613.06422           1.09910      
     600000          58.40055        602.47189           1.34254      
     601000          59.57132        601.30040           1.36946      
     602000          57.77394        603.09822           1.32814      
     603000          52.38607        608.48875           1.20428      
     604000          54.92797        605.94684           1.26271      
     605000          62.43955        598.43114           1.43539      
     606000          56.70315        604.17259           1.30352      
     607000          61.99680        598.87386           1.42521      
     608000          51.94931        608.92481           1.19424      
     609000          59.97802        600.89284           1.37881      
     610000          60.33225        600.53789           1.38695      
     611000          65.78363        595.08459           1.51227      
     612000          54.01406        606.86062           1.24170      
     613000          53.64409        607.22931           1.23320      
     614000          53.40728        607.46742           1.22775      
     615000          54.93363        605.93799           1.26284      
     616000          54.86299        606.01118           1.26122      
     617000          54.47688        606.39650           1.25234      
     618000          62.56906        598.30036           1.43837      
     619000          56.67185        604.19904           1.30280      
     620000          57.23797        603.63160           1.31582      
     621000          58.83104        602.03833           1.35244      
     622000          57.45520        603.41505           1.32081      
     623000          54.78964        606.08280           1.25953      
     624000          53.53387        607.34021           1.23066      
     625000          63.43468        597.43630           1.45827      
     626000          56.48250        604.39011           1.29845      
     627000          49.17876        611.69554           1.13055      
     628000          62.77754        598.09194           1.44316      
     629000          58.29348        602.57879           1.34008      
     630000          57.57962        603.29285           1.32367      
     631000          57.72705        603.14532           1.32706      
     632000          58.24607        602.62774           1.33899      
